,Unnamed: 0,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature
5,Medium Spiny Neurons,0.0018457826,0.009533038,0.591,0.409,0.409,0.2775,False,Cav2
129,Endocrine Cells,0.001832489,0.027756669,0.535,0.465,0.465,0.3212,False,Adgrg1
1016,Medium Spiny Neurons,0.0018248128,0.009543583,0.591,0.409,0.409,0.304,False,Eng
7,Medium Spiny Neurons,0.0018232246,0.009548908,0.591,0.409,0.409,0.213375,False,Txnip
11,Microglia,0.0018214969,0.019306513,0.522,0.478,0.478,0.1890833333333333,False,Fam107a
8,Medium Spiny Neurons,0.0018185729,0.009546691,0.59,0.41,0.41,0.31,False,Msn
8,Medium Spiny Neurons,0.0018137376,0.009551526,0.59,0.41,0.41,0.3077777777777777,False,Sulf2
7,Neural Stem Cells,0.0018076232,0.020748297,0.533,0.467,0.467,0.283,False,Spon1
6,Medium Spiny Neurons,0.0018050572,0.009585097,0.59,0.41,0.41,0.2587142857142857,False,Car4
594,Medium Spiny Neurons,0.0018019452,0.009547822,0.59,0.41,0.41,0.3068571428571429,False,Cdh5
3379,Medium Spiny Neurons,0.0017908679,0.009556538,0.59,0.41,0.41,0.246125,False,Serping1
8,Excitatory Neurons,0.0017885638,0.0125838015,0.56,0.44,0.44,0.2851111111111111,False,Cnp
4223,Microglia,0.0017553535,0.018244138,0.523,0.477,0.477,0.3514166666666667,False,Pfkl
8,Microglia,0.0017469452,0.01810537,0.523,0.477,0.477,0.3263333333333333,False,Anxa2
1819,Astrocytes,0.0017416271,0.016482178,0.558,0.442,0.442,0.315,False,Jam2
1042,Neural Stem Cells,0.0017263459,0.020948667,0.531,0.469,0.469,0.2808181818181818,False,Erbin
1079,Microglia,0.0017186848,0.018179731,0.522,0.478,0.478,0.3096666666666667,False,Etnppl
632,Oligodendrocytes,0.0016979914,0.010259613,0.574,0.426,0.426,0.1705555555555555,False,Cldn10
7,Medium Spiny Neurons,0.0016960191,0.009503297,0.588,0.412,0.412,0.23225,False,Jun
5,Medium Spiny Neurons,0.0016875681,0.009581373,0.586,0.414,0.414,0.2951666666666666,False,Pdgfrb
6,Medium Spiny Neurons,0.0016812821,0.0095405,0.586,0.414,0.414,0.308,False,Flt1
3981,Oligodendrocytes,0.0016693921,0.010320636,0.573,0.427,0.427,0.2805,False,Vcl
3799,Medium Spiny Neurons,0.0016670314,0.009526035,0.586,0.414,0.414,0.2815,False,Tgfbr3
607,Medium Spiny Neurons,0.0016533234,0.009533546,0.586,0.414,0.414,0.295375,False,Cemip2
3774,Excitatory Neurons,0.0016508366,0.0126893595,0.553,0.447,0.447,0.2987142857142856,False,Tfrc
4366,Neural Stem Cells,0.0016466358,0.021467127,0.529,0.471,0.471,0.3142727272727273,False,Mog
1159,Medium Spiny Neurons,0.0016375175,0.009546529,0.585,0.415,0.415,0.278375,False,Fcgrt
273,Endocrine Cells,0.0016316136,0.02796839,0.53,0.47,0.47,0.2915999999999999,False,Appl2
1218,Medium Spiny Neurons,0.001631256,0.009549373,0.585,0.415,0.415,0.296,False,Fn1
9,Microglia,0.0016312087,0.018275246,0.519,0.481,0.481,0.3499,False,Notch2
2850,Medium Spiny Neurons,0.0016285792,0.009565195,0.585,0.415,0.415,0.2454285714285714,False,Plxnb2
6,Medium Spiny Neurons,0.0016262889,0.009577411,0.585,0.415,0.415,0.26,False,Egfl7
3415,Medium Spiny Neurons,0.0016223259,0.00952084,0.585,0.415,0.415,0.307,False,Sh3bp4
9,Medium Spiny Neurons,0.0016154951,0.009551255,0.585,0.415,0.415,0.2658,False,Tmem176a
6,Medium Spiny Neurons,0.0016020485,0.009574873,0.584,0.416,0.416,0.3268571428571428,False,Apln
3513,Microglia,0.0015814924,0.018144734,0.518,0.482,0.482,0.2674999999999999,False,Slc2a1
884,Medium Spiny Neurons,0.0015790733,0.009528155,0.582,0.418,0.418,0.2824444444444445,False,Ddah1
8,Excitatory Neurons,0.0015678131,0.012633726,0.549,0.451,0.451,0.3326666666666666,False,Lypd1
9,Oligodendrocytes,0.001560333,0.010247305,0.572,0.428,0.428,0.2448,False,Gad1
3201,Medium Spiny Neurons,0.0015585893,0.0095462445,0.581,0.419,0.419,0.2558,False,Rnase4
7,Medium Spiny Neurons,0.0015497272,0.009554942,0.581,0.419,0.419,0.3158749999999999,False,Smoc1
2885,Medium Spiny Neurons,0.0015482313,0.0095844595,0.581,0.419,0.419,0.3245,False,Ppfibp1
1820,Neural Stem Cells,0.0015475478,0.0213335,0.529,0.471,0.471,0.3323333333333333,False,Jam2
1138,GABAergic Neurons,0.001539882,0.020704366,0.544,0.456,0.456,0.1628181818181818,False,Fam107a
5,Medium Spiny Neurons,0.0015295916,0.0095752,0.58,0.42,0.42,0.3018333333333333,False,Notch1
6,Medium Spiny Neurons,0.0015015573,0.009592403,0.579,0.421,0.421,0.2757142857142857,False,Nkx6-2
9,Oligodendrocytes,0.0015008536,0.010051991,0.571,0.429,0.429,0.2249999999999999,False,Mlc1
1197,Medium Spiny Neurons,0.0014931296,0.009526002,0.579,0.421,0.421,0.2776999999999999,False,Flna
3454,Neural Stem Cells,0.0014857437,0.021312237,0.529,0.471,0.471,0.3401818181818182,False,Slc12a2
1511,Microglia,0.0014829945,0.018180558,0.513,0.487,0.487,0.2665833333333333,False,Gstp1
5,Medium Spiny Neurons,0.0014777221,0.00956534,0.578,0.422,0.422,0.2488333333333333,False,Mmd2
8,Medium Spiny Neurons,0.0014768415,0.009545622,0.578,0.422,0.422,0.3332222222222223,False,Nde1
9,Endocrine Cells,0.0014758827,0.02780182,0.526,0.474,0.474,0.3426999999999999,False,Rhog
2471,Microglia,0.001458456,0.018084973,0.513,0.487,0.487,0.3072499999999999,False,Nmu
2684,Medium Spiny Neurons,0.0014545538,0.009549711,0.576,0.424,0.424,0.2886666666666667,False,Pde8a
8,Astrocytes,0.0014500031,0.016525568,0.555,0.445,0.445,0.2831111111111111,False,Itgb5
3178,Neural Stem Cells,0.0014496668,0.02131164,0.528,0.472,0.472,0.3379090909090909,False,Rhoc
9,Oligodendrocytes,0.0014479925,0.008976886,0.573,0.427,0.427,0.1588,False,Atp1b2
259,Medium Spiny Neurons,0.0014462275,0.009545336,0.576,0.424,0.424,0.21225,False,Apod
6,Medium Spiny Neurons,0.0014442111,0.009585741,0.574,0.426,0.426,0.2502857142857143,False,Zic1
7,Medium Spiny Neurons,0.0014420138,0.00955122,0.574,0.426,0.426,0.286875,False,Stab1
2742,Medium Spiny Neurons,0.0014312214,0.009546707,0.574,0.426,0.426,0.2649999999999999,False,Pecam1
8,Astrocytes,0.0014293678,0.016232613,0.556,0.444,0.444,0.271,False,Crym
7,Oligodendrocyte Precursor Cells,0.0014263664,0.011832765,0.544,0.456,0.456,0.335125,False,Fabp7
10,Neural Stem Cells,0.0014245447,0.021314286,0.527,0.473,0.473,0.3269090909090908,False,Ermn
10,Microglia,0.0014168088,0.018119898,0.513,0.487,0.487,0.2964545454545455,False,Neat1
9,Medium Spiny Neurons,0.0014108904,0.0095047755,0.574,0.426,0.426,0.2911,False,Vamp3
6,Oligodendrocytes,0.0014085432,0.010253881,0.569,0.431,0.431,0.3061428571428571,False,Sst
10,Microglia,0.0014072453,0.018463438,0.513,0.487,0.487,0.3290909090909091,False,Npc1
7,Medium Spiny Neurons,0.0013947766,0.009535688,0.571,0.429,0.429,0.288,False,Serpini1
9,Medium Spiny Neurons,0.0013837517,0.009585072,0.57,0.43,0.43,0.3385000000000001,False,Rapgef3
7,Medium Spiny Neurons,0.0013809147,0.009551618,0.57,0.43,0.43,0.31775,False,Mt1
9,Medium Spiny Neurons,0.0013801238,0.009522876,0.57,0.43,0.43,0.2833,False,Adcy1
226,Neural Stem Cells,0.0013781011,0.021456996,0.526,0.474,0.474,0.3097272727272727,False,Anln
2876,Medium Spiny Neurons,0.0013767364,0.009538546,0.57,0.43,0.43,0.3044444444444444,False,Podxl
57,Astrocytes,0.0013764406,0.016524429,0.555,0.445,0.445,0.3522999999999999,False,Acss1
9,Medium Spiny Neurons,0.0013731786,0.009578601,0.57,0.43,0.43,0.3413,False,Pdgfb
8,Medium Spiny Neurons,0.0013706571,0.009583482,0.57,0.43,0.43,0.3065555555555556,False,Padi2
536,Medium Spiny Neurons,0.0013694947,0.009548538,0.57,0.43,0.43,0.2657777777777778,False,Ccnd1
8,Medium Spiny Neurons,0.001366685,0.009531589,0.57,0.43,0.43,0.3328888888888889,False,Dbx2
8,Medium Spiny Neurons,0.001364568,0.009548843,0.57,0.43,0.43,0.3185555555555555,False,Clic6
993,GABAergic Neurons,0.0013572426,0.019810736,0.542,0.458,0.458,0.2811,False,Egr1
3835,Medium Spiny Neurons,0.0013525981,0.009579822,0.57,0.43,0.43,0.339875,False,Tlcd1
1844,Excitatory Neurons,0.0013483267,0.012690854,0.542,0.458,0.458,0.3387777777777778,False,Kcnab3
2326,Microglia,0.0013437188,0.018158996,0.511,0.489,0.489,0.3689090909090909,False,Myo1c
9,Medium Spiny Neurons,0.0013358848,0.009550844,0.57,0.43,0.43,0.3099,False,Litaf
11,Microglia,0.0013356217,0.018240543,0.511,0.489,0.489,0.2820833333333333,False,Ahi1
6,GABAergic Neurons,0.0013330105,0.019697351,0.542,0.458,0.458,0.2567142857142857,False,Spon1
1533,Medium Spiny Neurons,0.0013312575,0.009537891,0.57,0.43,0.43,0.2213,False,H2-K1
3166,Neural Stem Cells,0.0013259168,0.021508714,0.525,0.475,0.475,0.3006363636363636,False,Rgs9
9,Medium Spiny Neurons,0.001323897,0.009560841,0.57,0.43,0.43,0.3392,False,Hcn2
9,Oligodendrocyte Precursor Cells,0.001322198,0.012261033,0.544,0.456,0.456,0.3643999999999999,False,Pdgfra
4219,Oligodendrocytes,0.0013196479,0.010190582,0.566,0.434,0.434,0.29275,False,Pfkl
3478,Microglia,0.0013196297,0.018126206,0.511,0.489,0.489,0.3584545454545454,False,Slc17a6
9,Medium Spiny Neurons,0.0013155026,0.009542553,0.57,0.43,0.43,0.3121,False,P2ry12
739,Medium Spiny Neurons,0.0013133385,0.009582413,0.57,0.43,0.43,0.34675,False,Cpt1a
2491,Medium Spiny Neurons,0.0013117541,0.009541856,0.57,0.43,0.43,0.320375,False,Notch2
8,Medium Spiny Neurons,0.0013116676,0.009546623,0.57,0.43,0.43,0.3276666666666666,False,Esam
1447,Medium Spiny Neurons,0.0013067509,0.009590344,0.57,0.43,0.43,0.315125,False,Gpr17
8,Neural Stem Cells,0.0013042176,0.021470755,0.524,0.476,0.476,0.3438888888888888,False,Lrig1
1714,Neural Stem Cells,0.0013002902,0.021563975,0.524,0.476,0.476,0.2796363636363636,False,Il33
3227,Microglia,0.0012917022,0.018797418,0.508,0.492,0.492,0.2980833333333333,False,Rnf13
6,Medium Spiny Neurons,0.0012901024,0.00957387,0.57,0.43,0.43,0.3177142857142857,False,Cbs
10,Neural Stem Cells,0.0012865432,0.02147233,0.523,0.477,0.477,0.2975454545454545,False,Cntn2
9,Medium Spiny Neurons,0.0012833924,0.009562751,0.57,0.43,0.43,0.2799999999999999,False,Ptch1
2397,Astrocytes,0.0012697933,0.016406205,0.553,0.447,0.447,0.2774,False,Neat1
8,Medium Spiny Neurons,0.0012651739,0.0095762275,0.569,0.431,0.431,0.2996666666666667,False,Cx3cr1
2010,Medium Spiny Neurons,0.0012616967,0.009586664,0.569,0.431,0.431,0.3065714285714285,False,Lrig1
431,GABAergic Neurons,0.0012519236,0.021135394,0.541,0.459,0.459,0.3044166666666666,False,Cabp1
10,Neural Stem Cells,0.0012493947,0.021309014,0.523,0.477,0.477,0.3272727272727272,False,Sema6a
6,Astrocytes,0.0012476841,0.016476221,0.553,0.447,0.447,0.2812857142857143,False,Vcam1
8,Medium Spiny Neurons,0.0012322512,0.009501095,0.568,0.432,0.432,0.3403333333333333,False,Serpine2
1979,Microglia,0.0012288603,0.018113041,0.508,0.492,0.492,0.3696666666666666,False,Lgals1
1307,Microglia,0.0012269176,0.01816788,0.508,0.492,0.492,0.2825,False,Gad2
3332,Medium Spiny Neurons,0.0012221581,0.009545791,0.567,0.433,0.433,0.3354444444444444,False,Sema3c
8,Medium Spiny Neurons,0.0012154318,0.009548139,0.565,0.435,0.435,0.3177777777777778,False,Notch3
7,Medium Spiny Neurons,0.0012113565,0.009588625,0.564,0.436,0.436,0.327875,False,Mcam
379,Medium Spiny Neurons,0.0012105665,0.009549611,0.564,0.436,0.436,0.27775,False,Bcam
8,Medium Spiny Neurons,0.0012079375,0.009549897,0.564,0.436,0.436,0.3224444444444445,False,Irgm2
9,Neural Stem Cells,0.0012057273,0.021459607,0.521,0.479,0.479,0.3616,False,Il18
9,Medium Spiny Neurons,0.0012040008,0.009521267,0.564,0.436,0.436,0.3198999999999999,False,Lamc1
3620,Astrocytes,0.0011958523,0.016493727,0.55,0.45,0.45,0.338,False,Sox6
8,Medium Spiny Neurons,0.001191331,0.0095501905,0.564,0.436,0.436,0.3126666666666666,False,Mylk
3857,Medium Spiny Neurons,0.0011769041,0.009548316,0.564,0.436,0.436,0.3116666666666666,False,Tnfrsf1a
7,Medium Spiny Neurons,0.0011729086,0.009534633,0.564,0.436,0.436,0.280875,False,Mal
7,Medium Spiny Neurons,0.0011554089,0.009555969,0.564,0.436,0.436,0.255125,False,Col1a2
8,Oligodendrocytes,0.0011439449,0.010350626,0.555,0.445,0.445,0.3318888888888889,False,Mt1
127,Medium Spiny Neurons,0.0011372853,0.009584514,0.564,0.436,0.436,0.287625,False,Adgrg1
9,Oligodendrocytes,0.001134956,0.010325618,0.554,0.446,0.446,0.3046,False,Mertk
3965,Medium Spiny Neurons,0.0011251374,0.009542128,0.563,0.437,0.437,0.2536666666666666,False,Vcam1
3320,Medium Spiny Neurons,0.0011182816,0.009581888,0.562,0.438,0.438,0.3031111111111111,False,Selplg
8,Medium Spiny Neurons,0.0011150589,0.009552823,0.562,0.438,0.438,0.3515555555555555,False,Vwf
7,Oligodendrocytes,0.0011121093,0.009357701,0.561,0.439,0.439,0.312375,False,Kcnj10
8,Medium Spiny Neurons,0.0011081765,0.009568666,0.562,0.438,0.438,0.3037777777777777,False,Ctdsp1
2411,Microglia,0.0010956449,0.018188056,0.502,0.498,0.498,0.3434166666666667,False,Nefh
6,Medium Spiny Neurons,0.0010953974,0.009538519,0.562,0.438,0.438,0.2678571428571428,False,Pygb
7,Medium Spiny Neurons,0.0010896445,0.009594629,0.562,0.438,0.438,0.3335,False,Agt
8,Medium Spiny Neurons,0.0010871853,0.009544101,0.562,0.438,0.438,0.3031111111111111,False,Otud7b
8,Medium Spiny Neurons,0.0010708955,0.009534477,0.562,0.438,0.438,0.3186666666666666,False,Id2
10,Neural Stem Cells,0.0010698859,0.020807756,0.52,0.48,0.48,0.3229090909090909,False,Plxnb2
1329,Neural Stem Cells,0.0010618515,0.021413976,0.519,0.481,0.481,0.362,False,Gfra1
7,Oligodendrocytes,0.001060115,0.010272987,0.549,0.451,0.451,0.349875,False,Ifngr1
3443,Microglia,0.0010533753,0.018252257,0.501,0.499,0.499,0.3175833333333333,False,Sirt2
11,Microglia,0.0010507228,0.018160876,0.501,0.499,0.499,0.3800833333333333,False,Aqp4
9,GABAergic Neurons,0.0010453643,0.01996122,0.538,0.462,0.462,0.3213,False,Cpne4
10,GABAergic Neurons,0.0010451906,0.0197989,0.539,0.461,0.461,0.3189090909090909,False,Kcnip3
11,Microglia,0.001034651,0.018325008,0.5,0.5,0.5,0.4031666666666667,False,Tnfrsf1a
10,GABAergic Neurons,0.0010275993,0.019757174,0.537,0.463,0.463,0.2465454545454545,False,Gstp1
11,Microglia,0.0010149034,0.01817665,0.5,0.5,0.5,0.3144999999999999,False,Flna
7,Medium Spiny Neurons,0.001011108,0.0095364135,0.562,0.438,0.438,0.33375,False,Samhd1
2431,Medium Spiny Neurons,0.0010016958,0.009546091,0.562,0.438,0.438,0.331375,False,Nfe2l2
1377,GABAergic Neurons,0.0009992466,0.019609181,0.535,0.465,0.465,0.2633,False,Gjb6
1642,Endocrine Cells,0.0009979267,0.027947677,0.524,0.476,0.476,0.3809090909090908,False,Ifngr1
3559,Medium Spiny Neurons,0.0009815005,0.009567917,0.562,0.438,0.438,0.335125,False,Slc9a3r1
6,Medium Spiny Neurons,0.0009804845,0.009560387,0.562,0.438,0.438,0.301,False,Slc30a10
3239,Microglia,0.000978656,0.018268816,0.5,0.5,0.5,0.2985,False,S100a1
9,Medium Spiny Neurons,0.00097292376,0.009547984,0.562,0.438,0.438,0.3327,False,Myo1e
4113,Medium Spiny Neurons,0.0009681563,0.009529427,0.562,0.438,0.438,0.2943,False,Ddit3
1427,Microglia,0.00096787774,0.018178586,0.5,0.5,0.5,0.3329999999999999,False,Gpam
1389,Neural Stem Cells,0.00094646384,0.02118659,0.518,0.482,0.482,0.36,False,Gm2a
7,Medium Spiny Neurons,0.0009431835,0.009547582,0.561,0.439,0.439,0.3013749999999999,False,Arhgap31
439,Excitatory Neurons,0.00094264356,0.012752158,0.53,0.47,0.47,0.297,False,Calb1
6,Medium Spiny Neurons,0.00093670696,0.009539329,0.56,0.44,0.44,0.2968571428571429,False,Jam2
8,Medium Spiny Neurons,0.00093461527,0.009547858,0.559,0.441,0.441,0.3281111111111111,False,Rhog
3428,Medium Spiny Neurons,0.00090743677,0.009576722,0.557,0.443,0.443,0.2962222222222223,False,Siglech
1233,Oligodendrocytes,0.0009012305,0.010301536,0.541,0.459,0.459,0.3283,False,Fos
8,Medium Spiny Neurons,0.00089382555,0.009483418,0.557,0.443,0.443,0.3424444444444445,False,Utrn
8,Medium Spiny Neurons,0.00089347234,0.009573034,0.557,0.443,0.443,0.302,False,Ezr
635,Microglia,0.0008865532,0.018170409,0.498,0.502,0.498,0.245,False,Cldn10
3441,Medium Spiny Neurons,0.000883754,0.009541789,0.557,0.443,0.443,0.2831,False,Sirt2
7,Medium Spiny Neurons,0.0008837144,0.009575232,0.557,0.443,0.443,0.32925,False,Acss1
3812,Medium Spiny Neurons,0.00087934115,0.0095473435,0.557,0.443,0.443,0.3233333333333333,False,Tgm2
1665,Medium Spiny Neurons,0.00087693933,0.009549547,0.557,0.443,0.443,0.2729,False,Igf2
6,Medium Spiny Neurons,0.0008757451,0.009582077,0.557,0.443,0.443,0.3062857142857143,False,Sox6
8,Medium Spiny Neurons,0.00087124587,0.009588613,0.557,0.443,0.443,0.3562222222222222,False,Tcf7l2
10,Microglia,0.00086916506,0.018145952,0.498,0.502,0.498,0.3141818181818182,False,Igsf11
11,Microglia,0.000864388,0.018442066,0.498,0.502,0.498,0.3158333333333333,False,Ldha
8,Medium Spiny Neurons,0.0008546709,0.0095794555,0.556,0.444,0.444,0.3425555555555555,False,Prkd3
2323,Medium Spiny Neurons,0.00085189205,0.009547912,0.556,0.444,0.444,0.32675,False,Myo1c
3921,Oligodendrocytes,0.00084719603,0.01029428,0.539,0.461,0.461,0.26,False,Txnip
11,GABAergic Neurons,0.0008439274,0.019746827,0.531,0.469,0.469,0.2515833333333333,False,Sgk1
7,Medium Spiny Neurons,0.0008427443,0.009550455,0.556,0.444,0.444,0.33325,False,Gfra1
10,Oligodendrocytes,0.00084037695,0.010265797,0.539,0.461,0.461,0.3638181818181819,False,Nfe2l2
9,Endocrine Cells,0.00083788775,0.027709022,0.524,0.476,0.476,0.3180999999999999,False,Car4
1127,Neural Stem Cells,0.00083516823,0.021288907,0.514,0.486,0.486,0.3799166666666666,False,Fabp7
1748,Medium Spiny Neurons,0.00083247595,0.0095431395,0.556,0.444,0.444,0.33,False,Iqgap1
10,Neural Stem Cells,0.0008238124,0.021505013,0.514,0.486,0.486,0.3504545454545454,False,Cxcl12
1735,Medium Spiny Neurons,0.0008214911,0.009583793,0.555,0.445,0.445,0.3,False,Inpp4b
8,Oligodendrocytes,0.00081748224,0.010280997,0.538,0.462,0.462,0.2894444444444444,False,Plxnb2
3069,Endocrine Cells,0.0008117292,0.02792837,0.522,0.478,0.478,0.3282999999999999,False,Pygb
6,Medium Spiny Neurons,0.0008076644,0.009530753,0.555,0.445,0.445,0.3354285714285714,False,Ifngr1
8,Medium Spiny Neurons,0.0008042732,0.009547703,0.555,0.445,0.445,0.3202222222222222,False,Tek
11,GABAergic Neurons,0.0007996913,0.019917674,0.53,0.47,0.47,0.3150833333333333,False,Sept4
9,Oligodendrocytes,0.0007991834,0.010256909,0.538,0.462,0.462,0.2983,False,Igf1r
3067,Oligodendrocytes,0.000798155,0.010177729,0.538,0.462,0.462,0.2921249999999999,False,Pygb
4269,Medium Spiny Neurons,0.0007972359,0.009552621,0.555,0.445,0.445,0.3421999999999999,False,Tmem173
1761,Neural Stem Cells,0.0007938003,0.021441747,0.514,0.486,0.486,0.3388,False,Irgm2
8,Astrocytes,0.0007935394,0.016356828,0.543,0.457,0.457,0.2957777777777777,False,Ermn
9,Medium Spiny Neurons,0.0007909348,0.0095480895,0.555,0.445,0.445,0.2981,False,Myo1d
692,GABAergic Neurons,0.00078861054,0.019641038,0.53,0.47,0.47,0.2576666666666666,False,Cntn2
10,Medium Spiny Neurons,0.00078433036,0.009540591,0.555,0.445,0.445,0.3057272727272727,False,Sall1
6,Medium Spiny Neurons,0.0007761727,0.009566019,0.555,0.445,0.445,0.3257142857142857,False,Maoa
9,Medium Spiny Neurons,0.00077173364,0.009548707,0.555,0.445,0.445,0.3495999999999999,False,Tgfbr2
6,Neural Stem Cells,0.0007716466,0.021465313,0.514,0.486,0.486,0.3365714285714286,False,Tnfrsf1a
11,GABAergic Neurons,0.00077004876,0.019879848,0.53,0.47,0.47,0.3398333333333334,False,Pde1b
515,Neural Stem Cells,0.00074492936,0.021344848,0.514,0.486,0.486,0.3653333333333333,False,Cav2
3010,Microglia,0.0007447741,0.018115118,0.496,0.504,0.496,0.3183636363636363,False,Prr5l
947,Microglia,0.00073654944,0.018167969,0.496,0.504,0.496,0.3458333333333334,False,Edil3
4303,Medium Spiny Neurons,0.00073000946,0.009553065,0.555,0.445,0.445,0.3409999999999999,False,Isg15
10,GABAergic Neurons,0.0007291625,0.019902973,0.53,0.47,0.47,0.1894545454545454,False,Gja1
319,Medium Spiny Neurons,0.0007249963,0.009556803,0.554,0.446,0.446,0.24375,False,Arrdc3
2924,Medium Spiny Neurons,0.0007243203,0.009549655,0.554,0.446,0.446,0.3063333333333333,False,Prelp
1726,Oligodendrocytes,0.00072107534,0.010055637,0.532,0.468,0.468,0.2899090909090909,False,Il6st
9,Oligodendrocytes,0.00071577425,0.010322916,0.532,0.468,0.468,0.3248,False,Cemip2
1977,Medium Spiny Neurons,0.0007153899,0.009548521,0.554,0.446,0.446,0.3496,False,Lgals1
4292,Medium Spiny Neurons,0.0007085746,0.009553238,0.554,0.446,0.446,0.3373333333333334,False,Ifit3
9,Medium Spiny Neurons,0.0006984722,0.009572578,0.554,0.446,0.446,0.3536,False,Naaa
11,Microglia,0.0006983464,0.01816044,0.496,0.504,0.496,0.3054166666666666,False,Meis2
10,Microglia,0.0006969408,0.018250054,0.496,0.504,0.496,0.3163636363636363,False,Kif1c
8,Medium Spiny Neurons,0.000690503,0.009572682,0.553,0.447,0.447,0.347,False,Bmpr1b
3299,GABAergic Neurons,0.00067958253,0.019751284,0.53,0.47,0.47,0.3054999999999999,False,Scn4b
11,Microglia,0.0006713134,0.01826692,0.496,0.504,0.496,0.2524166666666667,False,Id4
250,Endocrine Cells,0.0006709074,0.027736379,0.517,0.483,0.483,0.3725454545454545,False,Apln
22,Neural Stem Cells,0.00066806306,0.021554573,0.511,0.489,0.489,0.363,False,Abcb1a
9,Astrocytes,0.00066034164,0.01631973,0.54,0.46,0.46,0.3192,False,Olig2
452,Medium Spiny Neurons,0.0006587898,0.009588062,0.55,0.45,0.45,0.3062222222222222,False,Calb2
10,Neural Stem Cells,0.00065666984,0.021288594,0.511,0.489,0.489,0.3322727272727273,False,Psat1
1283,Microglia,0.00065278105,0.018174166,0.496,0.504,0.496,0.3813333333333333,False,Gab1
583,Medium Spiny Neurons,0.00065154315,0.0095727425,0.55,0.45,0.45,0.352625,False,Cdc42ep4
3263,Microglia,0.0006482552,0.018337768,0.496,0.504,0.496,0.3150833333333333,False,S1pr1
10,Neural Stem Cells,0.00064626103,0.02131045,0.511,0.489,0.489,0.2949090909090909,False,Gnal
479,GABAergic Neurons,0.00064390973,0.020224089,0.529,0.471,0.471,0.1857499999999999,False,Car2
9,Neural Stem Cells,0.00064076437,0.021514375,0.511,0.489,0.489,0.3006,False,Prr5l
1725,Medium Spiny Neurons,0.00063863606,0.009514586,0.549,0.451,0.451,0.2721,False,Il6st
11,Microglia,0.0006384543,0.018280592,0.496,0.504,0.496,0.3245833333333333,False,Appl2
10,Oligodendrocytes,0.0006376615,0.010052346,0.531,0.469,0.469,0.3323636363636363,False,Ndn
9,Medium Spiny Neurons,0.0006266629,0.009529717,0.549,0.451,0.451,0.2998999999999999,False,Itgb5
2470,GABAergic Neurons,0.0006165653,0.01947628,0.529,0.471,0.471,0.2909090909090909,False,Nmu
681,Astrocytes,0.0006161325,0.017163469,0.538,0.462,0.462,0.3028,False,Cnp
1425,Oligodendrocytes,0.0006160302,0.010232663,0.528,0.472,0.472,0.301,False,Gpam
1364,Medium Spiny Neurons,0.0006159972,0.009552054,0.549,0.451,0.451,0.2957777777777777,False,Gjb2
7,Medium Spiny Neurons,0.0006119853,0.009550642,0.548,0.452,0.452,0.295,False,Zic2
10,Medium Spiny Neurons,0.0006099888,0.009568861,0.548,0.452,0.452,0.3087272727272727,False,Peg10
10,Neural Stem Cells,0.00060569023,0.021145485,0.511,0.489,0.489,0.266,False,Ddit4
11,Excitatory Neurons,0.0005931468,0.013093936,0.521,0.479,0.479,0.3088333333333333,False,Sod2
1893,Oligodendrocytes,0.0005898462,0.01007806,0.527,0.473,0.473,0.2984,False,Kif1c
3202,Oligodendrocytes,0.0005839756,0.01032627,0.527,0.473,0.473,0.2755454545454545,False,Rnase4
10,Oligodendrocytes,0.0005768274,0.009921922,0.527,0.473,0.473,0.2933636363636363,False,Sod2
4067,Excitatory Neurons,0.0005765791,0.012845104,0.521,0.479,0.479,0.3244166666666667,False,Zeb2
10,Neural Stem Cells,0.0005619052,0.021260638,0.51,0.49,0.49,0.3042727272727273,False,Arrdc3
2708,Medium Spiny Neurons,0.00056182547,0.00954798,0.548,0.452,0.452,0.3542222222222222,False,Pdgfra
585,Astrocytes,0.0005563074,0.016553676,0.538,0.462,0.462,0.374,False,Cdc42ep4
10,GABAergic Neurons,0.0005537667,0.019582015,0.528,0.472,0.472,0.222,False,Cldn10
11,GABAergic Neurons,0.00054726977,0.019808594,0.528,0.472,0.472,0.3089166666666667,False,Map7
922,Medium Spiny Neurons,0.00054699933,0.009493341,0.548,0.452,0.452,0.3138181818181818,False,Dusp6
10,GABAergic Neurons,0.00053971546,0.020286942,0.528,0.472,0.472,0.3293636363636363,False,Nefh
1843,Medium Spiny Neurons,0.000539651,0.009542588,0.547,0.453,0.453,0.3238749999999999,False,Kcnab3
2229,Medium Spiny Neurons,0.00053737103,0.009571482,0.547,0.453,0.453,0.2885,False,Mpzl1
2842,Medium Spiny Neurons,0.00052857096,0.009529508,0.547,0.453,0.453,0.3212727272727272,False,Plxdc2
11,GABAergic Neurons,0.0005202069,0.01983795,0.527,0.473,0.473,0.1995,False,Plpp3
3681,Endocrine Cells,0.0005189836,0.027875468,0.513,0.487,0.487,0.3266,False,Stab1
2311,Medium Spiny Neurons,0.00051499956,0.0095752,0.547,0.453,0.453,0.331375,False,Myo10
213,Astrocytes,0.0005139877,0.016366463,0.535,0.465,0.465,0.3303999999999999,False,Alpl
10,Oligodendrocytes,0.00051110075,0.009349812,0.526,0.474,0.474,0.193,False,Slc1a3
