,fraction_cells
Tbpl1,0.20330282579388398
Carm1,0.20329570894953344
Cbx7,0.2032550412675303
Sos1,0.2031584555227729
Sez6,0.2030456027052142
Rap1a,0.20294698357635663
Nek7,0.2022454660618027
Smap1,0.20195265875138016
Fbxo31,0.2019038575329764
Smc1a,0.20141381196483873
Micu1,0.20141076188868848
Polg,0.20121860709122372
Elmo1,0.20119623986612198
G3bp1,0.20116472241256958
Tbck,0.20114235518746784
Efcab14,0.2011118544259655
Fbxl17,0.20058317455992486
Map2k4,0.20051302280846944
Pdpk1,0.20029850078590294
Naa15,0.20004737784953364
Ldah,0.19999044309472927
Pbrm1,0.19988775719767138
Ubac1,0.19986844004871987
Grik3,0.19954309859269487
Jmjd6,0.19951158113914244
Grn,0.19868602719447895
Adcy2,0.19854267361541794
Itgav,0.19845828817526145
Ubr7,0.19809431242133346
Bbs9,0.19801907720962766
Nfib,0.19784217279291405
Hdac2,0.19768458552515195
Cited2,0.19757579947579357
Gtf2a2,0.1975086978004884
Parp1,0.1974212622841817
Egr3,0.19730332600637263
Ubap1,0.19703186922900176
Fbxl19,0.19673397845832885
Ireb2,0.19664349286587188
Mturn,0.1965357235085636
Usp47,0.19646963852530852
Pde10a,0.19641473715460428
Bap1,0.19632831833034764
Flnb,0.19622258235713952
Tecpr2,0.19615039722158398
Acvr2a,0.19612701330443216
Pick1,0.19610871284753076
Acvr1b,0.19609447915882966
Ddb1,0.19596129250026942
Cpt1c,0.19588605728856365
Hap1,0.1957386369413023
Nefm,0.19567560203419745
Cul4a,0.19566645180574674
Limk2,0.195487514004933
Kmt2a,0.19538787818402534
Kdm5a,0.1951703060853086
Smap2,0.19510422110205353
Phtf1,0.19510117102590327
Jade2,0.19505236980749951
Nelfb,0.19492833337739
Meis2,0.1947687127255277
Setd1a,0.19460909207366545
Kdm5c,0.1944332043490019
Agps,0.19416174757163104
Smad2,0.19409566258837596
Ctps,0.19408651235992525
Aida,0.19395434239341508
Clcn4,0.19376625436415063
Kcnq3,0.19368491900014437
Cdc16,0.1936462847022414
Rev1,0.19330060940521482
Ctnna1,0.19296815110483925
Brd8,0.19291223304208496
Ube2m,0.1928400479065294
Il34,0.19271804486052002
Nmt1,0.19249843937770314
Pard3,0.1924110038613964
Tspyl2,0.19232356834508968
Dpf2,0.19229916773588782
Kcnj3,0.19218834830242928
Il1rap,0.19212938016352474
Ss18l1,0.19208261232922116
Mtrex,0.1919728095878127
Dvl1,0.1918975743761069
Cntnap1,0.19177048786984716
Noct,0.19147564717532448
S100a10,0.19133127690421337
Trp53bp1,0.19126620861300836
Mta2,0.19116352271595047
Myh9,0.19098153483898647
Zcchc12,0.19094493392518366
Actn1,0.19064602646246068
Fbxo21,0.19029323432108355
Ric8b,0.19026476694368136
Atg101,0.18977675475964384
Ugt8a,0.18971575323663914
Hey1,0.18964255140903352
Pgam5,0.18959883365088015
Kdm4a,0.1895540992006767
L1cam,0.18944632984336843
Srsf4,0.18942091254211646
Cyb5a,0.18930602634045762
Erp44,0.1892226575923512
Calu,0.1891209883873434
Gad2,0.18911895500324324
Sema4d,0.18875192917316502
Arrdc3,0.18850690638909617
Spon1,0.18841540410458915
Atp2b3,0.18833915220083328
Nr2c2,0.18763356791807903
Setd1b,0.18745666350136542
Emc2,0.18729195938925275
Rora,0.18711708835663932
Parvb,0.187099804591788
Twf2,0.1870286361482825
Chmp3,0.1868385147349179
Sun1,0.18673481214580992
Braf,0.18666161031820427
Kdm4c,0.18664534324540302
Ppp4r3a,0.186488772669691
H2-K1,0.18643997145128724
Snph,0.18631898509732794
Ppp1r1b,0.18598754348900245
Zbtb7a,0.18586859051914328
Ino80d,0.18576387123798524
Kdm2a,0.18541921263300873
Por,0.18539481202380687
Akt1s1,0.18539176194765664
Sec24c,0.18538261171920592
Itih5,0.18521282414684287
Itgb8,0.18512132186233582
Terf2,0.18503083626987887
Lamc1,0.18483258132011363
Kcnn2,0.184694311201303
Cdc73,0.18469329450925293
Aebp2,0.18457129146324353
Hdac4,0.18449300617538753
Nhsl1,0.18439845381473025
Brd7,0.18433846898377562
Fam214a,0.18427238400052054
Afdn,0.1842042656331653
Nlk,0.18413818064991022
Kif3b,0.1838463900315378
Odr4,0.18362068439642043
Cadm3,0.18356984979391652
Lrrtm3,0.18344377997970682
Gramd1a,0.18270972831955037
Gpam,0.1826568603329463
Ccar2,0.18248707276058326
Gng11,0.18236201963842363
Bcl2l2,0.18220748244681176
Vcl,0.18214343084765683
Eloc,0.18197364327529378
Huwe1,0.1816178010577664
Psmd6,0.18124874184358802
Atp2b4,0.1812406083071874
Tsc2,0.18114808933063029
Rtn4r,0.1811470726385802
Gipc1,0.18109013788377584
Maoa,0.18096813483776644
Plppr3,0.18094373422856458
Coprs,0.1808268146428056
Plxnb2,0.180780046808502
Ap2a1,0.1807607296595505
Hdac6,0.18058484193488697
Ap4s1,0.18056654147798556
Vxn,0.1803225353859668
Tbk1,0.17990569164543474
Zc3h11a,0.17970540331156934
Cttn,0.17944513014674934
Ctdsp1,0.17944004668649893
Frs2,0.17906387062797002
Stag2,0.17890526666815781
Sh3bp4,0.17849655646402637
Cldn10,0.17837150334186677
Cdk8,0.1781742650841516
Ankrd13b,0.17798007690258666
Mpc2,0.1777177703536665
Ulk1,0.17762118460890908
Elavl3,0.17733346075873693
Fam210a,0.17731922707003586
Stim2,0.1771951906399263
Ext2,0.17690441671360396
Crbn,0.17668481123078705
Psmd5,0.17654450772787628
Gad1,0.17644385521491854
Casc4,0.17639200392036455
Faah,0.17624865034130352
Eif3i,0.17613071406349445
Abhd4,0.17604124516308758
Ttbk1,0.17594770949448038
Cacna2d1,0.1756386351112566
Ctr9,0.17561016773385443
Rsbn1,0.17540784601588885
Atg5,0.17535599472133487
Azi2,0.17526754251297808
Rims2,0.17521264114227386
Mapkap1,0.175201457529723
Smarca1,0.17506827087116275
Ssbp2,0.17477139679253992
Dbnl,0.1746514271306307
Cxcl14,0.17453145746872148
Atxn1,0.173901108397673
Lancl2,0.17375368805041166
Ube2d1,0.17375063797426143
Bbs4,0.17368556968305643
Prmt5,0.17347003096843985
Sept6,0.17310808859861201
Fbh1,0.17305013715175754
Mtf2,0.17301760300615504
Ep300,0.17276241330158543
Kcnc4,0.1725855088848718
Cacna1d,0.1725407744346684
Ncbp2,0.1724889231401144
Prmt3,0.17202937833347906
Cux1,0.17196431004227405
Mta1,0.17184332368831476
Cadps2,0.17160236767244622
Phf10,0.17147426447413638
Gpr88,0.1714407136364838
Ptar1,0.17140106264653074
Scrt1,0.17113773940556049
Gbf1,0.17112960586915987
Cdkn2d,0.17088458308509102
Clcn7,0.1708306984064369
Igf1r,0.17078596395623344
Kat14,0.17073919612192984
Tor1a,0.17067006106252453
Ap1s1,0.17060804284746975
Psen1,0.1705541581688156
Grm1,0.17028981823579528
Yeats4,0.17020848287178902
Apba1,0.17008546313372958
Lamtor1,0.17004072868352613
Eif2a,0.1698556907304119
Prkaa1,0.16968996992624916
Grid1,0.16955373319153869
Epc2,0.1694551140626811
Nipbl,0.16943884698987985
Rapgef1,0.16939207915557625
Acp2,0.16936259508612397
Paxip1,0.1692782096459675
Cse1l,0.16927515956981726
Rbfox2,0.16918670736146046
Ptbp1,0.1690484372426498
Suz12,0.16890406697153873
Ruvbl1,0.16880138107448084
Jpt1,0.16864684388286894
Bcl6,0.16860922627701605
Hip1r,0.16844147208875315
Elp2,0.16840487117495034
Cbx5,0.16840487117495034
Abl1,0.16833268603939477
Dpm1,0.16816086508293157
Polr2e,0.16814663139423047
Ep400,0.1680937634076264
Kcnc2,0.16776537187545115
Sesn1,0.16766675274659357
Mog,0.16751424893908184
Pcbp3,0.1672641426947626
Bdh1,0.16683713203372977
Chka,0.16649959027310382
Hcn2,0.16645993928315078
Hgs,0.16636030346224312
Anapc16,0.16622305003548254
Dapk1,0.16601971162546691
Eif4ebp2,0.16588652496690667
Nos1ap,0.16584687397695363
Slc2a1,0.16548188153097557
Smyd2,0.16536902871341688
B3gnt2,0.16509350516784568
Gab1,0.16496031850928544
Smad1,0.16487898314527918
Syncrip,0.1648515324599271
Trpm7,0.16458414245075653
Pknox2,0.1645150073913512
Tbl1xr1,0.16417746563072524
Ccnd2,0.1639517599956079
Tecr,0.1638033229562965
Plcg1,0.1636864033705375
Togaram1,0.16364065222828397
Efna3,0.1635125490299741
Ezh1,0.16350543218562358
Large1,0.16316077358064707
Capn10,0.16287711649867526
Fryl,0.162795781134669
Pkd2,0.16273579630371438
Sulf2,0.16266157778405868
Cyb5r3,0.1626463274033075
Slc20a2,0.16264022725100705
Mef2c,0.16223456712302584
Wdr37,0.16213696468621833
Wls,0.16210748061676605
Neo1,0.16200581141175824
Anapc11,0.16180348969379268
Smarcc1,0.16178213916074105
Atf2,0.16174655493898832
Snx30,0.16158490090302588
Vegfa,0.16155745021767376
Rbpj,0.16153101622437174
Gnai3,0.1613876626453107
Virma,0.16124939252650008
Lrp6,0.1612341421457489
Camta2,0.16113348963279117
Ube2g1,0.16107858826208693
Akap5,0.16107350480183655
Sdccag8,0.16101453666293203
Ufl1,0.16094845167967695
Lrrtm1,0.16078374756756428
Arhgef3,0.16061294330315112
Sh3bp5,0.16043095542618713
Ptch1,0.1602510009333233
Rab23,0.16018694933416838
Tubb2b,0.1601533984965158
Magoh,0.15969283699783038
Nadk2,0.15962573532252522
Hrh3,0.15958201756437185
Ric8a,0.15948034835936403
Nr3c1,0.1594589978263124
Pa2g4,0.15912043937363637
Polb,0.1591143392213359
Ankrd13a,0.15909603876443448
Hdac5,0.15908790522803387
Nploc4,0.15907875499958316
Rpa1,0.15904520416193058
Snx27,0.1586192101929478
Shank3,0.15854702505739227
Etnppl,0.15836503718042827
Lats1,0.15825015097876943
Ddr1,0.15782517370183677
Ipo9,0.15765640282152377
Med24,0.15756896730521705
Hopx,0.15716127379313571
Ska2,0.15715314025673507
Smc3,0.15699961975717328
Sap130,0.15694370169441896
Kmt2d,0.15683593233711068
Agl,0.15682474872455981
Dixdc1,0.15682169864840959
Itgb5,0.15672002944340177
Myo16,0.156606159933793
Stat3,0.15652482456978675
Slc6a8,0.15647398996728284
Psmd9,0.15627370163341744
Ilkap,0.15619338296146126
Creb1,0.15588634196233767
Sec61a1,0.1556891037046225
Fstl1,0.1555630338904128
Usp25,0.15550101567535804
Ddx56,0.15535461202014678
Furin,0.15520515828878528
Chchd3,0.15508010516662565
Hat1,0.15504757102102315
Dio2,0.1549011673658119
Trim32,0.1547008790319465
Cyb561,0.15463682743279158
Slc17a6,0.15440400495332368
Olig2,0.15422100038430958
Pllp,0.1541925330069074
Dscam,0.15407561342114842
Pja1,0.1540664631926977
Cers4,0.15405324619604668
Cers1,0.1540390125073456
Gabrg3,0.15394344345463826
Ppargc1a,0.1538905754680342
Mpzl1,0.1538763417793331
Slc25a17,0.15385702463038162
Gba2,0.15379398972327676
Phb2,0.15368723705801854
Rorb,0.1535306664823065
Cat,0.15350423248900447
Chrnb2,0.15319820818193094
Tcf12,0.15301622030496695
Sin3b,0.15256379234268216
Map9,0.15235028701216574
Atg3,0.1522770851845601
Fbxl16,0.15223438411845683
Rubcn,0.15206561323814385
Aqp4,0.15204629608919237
Kdm1a,0.1519700441854365
Arhgef11,0.15190090912603119
Nck1,0.15189379228168062
Mertk,0.1518490578314772
Acss2,0.15181347360972447
Ssrp1,0.15140273002149288
Glo1,0.15124005929348036
Cers5,0.15120854183992793
Hdgfl2,0.15074289688099213
March5,0.15071036273538962
Foxj2,0.15061784375883253
Slit1,0.15058327622912984
Mob2,0.15056904254042877
Bhlhe40,0.15052430809022532
Cdh10,0.15040637181241626
Smarcb1,0.1504043384283161
Zic1,0.15020608347855086
S100b,0.15020201671035052
Ift27,0.15002816236978717
Miga2,0.14997326099908295
Taf15,0.14997326099908295
Prkaa2,0.14996411077063224
Esd,0.14992344308862912
Emc6,0.14982482395977154
Pcna,0.14981770711542097
Chst10,0.1495798011757027
Atg16l1,0.14948931558324574
Kdm7a,0.14928191040502978
Atf6b,0.1492625932560783
Robo2,0.14911923967701726
Ctss,0.1490907722996151
Kndc1,0.14885489974399693
Speg,0.14878576468459162
Atf5,0.14865969487038194
Arnt,0.14860377680762762
Shtn1,0.1485163412913209
Pip4k2c,0.14835265387125832
Hecw2,0.1483445203348577
Flna,0.14827843535160262
Dmd,0.14825810151060104
Ryk,0.148218450520648
Uba6,0.14817066599429432
Wdtc1,0.14795919404787805
Gpr22,0.1475199830822443
Pias1,0.14747016517179046
Sox8,0.1474172971851864
Kdm6a,0.14738577973163397
Actl6b,0.14702688743795636
Med1,0.14687540032249471
Ncoa3,0.14678999819028815
Gdap1,0.14678999819028815
Rb1,0.14672594659113322
Kcnh5,0.1463223198472522
Cab39l,0.14631825307905189
Trim33,0.14626843516859805
Ube2r2,0.14622675079454484
Akap9,0.14613728189413797
Scn3b,0.146046796301681
Wdr61,0.14595732740127412
Echdc1,0.14591462633517083
Polr2f,0.14587802542136802
Ago3,0.14575500568330857
Itpkb,0.14550794951513957
Kmt2b,0.14546118168083597
Cers2,0.14541644723063252
Tmem94,0.14537069608837902
Emsy,0.14531274464152455
Tdg,0.14523039258546822
Gtpbp2,0.14522835920136806
Tceal9,0.14515312398966226
Csnk2a2,0.1449365685829956
Fos,0.14480338192443537
Cdc27,0.14468341226252615
Asf1a,0.14435197065420066
Rptor,0.14434688719395028
Tsc1,0.14434485380985013
Dact2,0.14408966410528048
Cacna1c,0.14381210717560916
Pcdh8,0.14379380671870776
Ankrd11,0.143758222496955
Rhoc,0.14367688713294877
Fabp7,0.1436291026065951
Glb1,0.1435864015404918
Eno1,0.14354675055053875
Ednrb,0.1435121830208361
Pitrm1,0.14347761549113344
Diaph1,0.1434735487229331
Jam2,0.1434288142727297
Mmd2,0.14324580970371562
Zfp281,0.14312584004180637
Dync1i1,0.1431105896610552
Snap91,0.14310245612465458
Arid2,0.14308110559160295
St6galnac5,0.14303535444934942
Ndufv2,0.14300180361169684
Scn4b,0.1429245350158909
Mbtd1,0.14291335140334005
Epha7,0.14285539995648558
Gas6,0.14282794927113346
Mtif2,0.14277304790042925
Rfx3,0.1426317277054684
Smurf2,0.14260122694396604
Hexa,0.14248125728205682
Eed,0.14230130278919298
Kdm4b,0.14227283541179078
Trp53,0.1422677519515404
Synpo,0.1422535182628393
Asap2,0.1421315152168299
Tmem109,0.1420999977632775
Fam20c,0.141963761028567
Dock3,0.14188344235661085
Pkd1,0.1416475698009927
Epc1,0.14162520257589098
Ccnd3,0.14145744838762808
Arid5b,0.14140763047717425
Rgmb,0.14130596127216644
Prep,0.1412795272788644
Vps51,0.14120327537510854
Pdk1,0.14118294153410696
Smyd3,0.14086675030653265
Vps13a,0.14078236486637616
Psd2,0.14075491418102407
Men1,0.14055665923125882
Nyap1,0.14043872295344975
Ntrk3,0.1403573875894435
Mag,0.14035332082124316
Pou6f1,0.140324853443841
Ptpn23,0.14027503553338716
Fgfr1,0.1402120006262823
Elavl4,0.13997714476271425
Cacna2d2,0.13986022517695526
Tpcn1,0.1396152023928864
Zmpste24,0.1395735180188332
Rgcc,0.1395542008698817
Thrb,0.13935594592011646
Limk1,0.13906923876199442
Arid1b,0.13888318411683012
Prkcd,0.13883641628252652
Cemip2,0.13868899593526518
Per1,0.1386330778725109
Ikbkg,0.13860156041895846
Dync2h1,0.13813083199977227
Akr1b3,0.13810236462237008
Ppargc1b,0.13797121134791
Calb2,0.13774347232869247
Anp32e,0.13747303224337168
Ptpru,0.13743236456136854
Cebpg,0.13737339642246402
Ntng1,0.13731747835970973
Gsk3b,0.13731239489945932
Celsr3,0.13716802462834823
Dpysl3,0.1370795724199914
Ifngr1,0.13701552082083648
Ar,0.13697281975473322
Sept9,0.13693113538068
Tet2,0.13691385161582867
Scrib,0.13675016419576608
Maf1,0.13646752380584434
Slc16a1,0.13637500482928724
Ppp1r10,0.13628045246862996
Sptlc2,0.13627638570042966
Cdh12,0.13610863151216676
Nf2,0.13596731131720588
Lrp12,0.13594189401595394
Preb,0.1358270078142951
Insr,0.13553420050387258
Cdk5,0.13543761475911514
Mmut,0.13529426118005414
Prps1,0.13528307756750327
Slc8a3,0.13522715950474898
Lyst,0.1351692080578945
Igsf9b,0.13498620348888044
Grk3,0.13490893489307448
Dpysl5,0.13487436736337183
Babam2,0.13485911698262065
Lta4h,0.13480828238011675
Fgfr2,0.13474219739686166
Kitl,0.13434873757348142
Adgrg1,0.13426841890152524
Nfkbib,0.13419928384211993
March2,0.13412201524631398
Klf12,0.13397764497520287
Odc1,0.13393697729319975
Foxp4,0.13375397272418568
Hadh,0.13366247043967863
Slc25a51,0.13336559636105583
Bace1,0.13330764491420136
Neu1,0.1332039423250934
Rb1cc1,0.13300670406737822
Stim1,0.13295485277282423
Pfkfb2,0.13293045216362234
Supt16,0.1328542002598665
Stau2,0.13256240964149404
Trim27,0.1323123033971748
Ctsl,0.1322431683377695
Tcf7l2,0.1321496326691623
Elovl4,0.1320205127788024
Slc30a3,0.13201644601060206
Eea1,0.13199306209345027
Map6,0.13197069486834856
Cacng3,0.13190867665329378
Cxadr,0.13183750820978832
Gpc4,0.1314511652307586
Smurf1,0.13136169633035172
Slc9a9,0.13127222742994482
Wiz,0.13113497400318427
Clock,0.13101907110947536
Traf3,0.13098348688772263
Ercc6,0.13092553544086818
Nyap2,0.13091231844421716
Kmt2c,0.13086250053376333
Igdcc4,0.1308309830802109
Chuk,0.13072423041495268
Cacng2,0.13069271296140028
Cetn2,0.1306581454316976
Gak,0.13046192386603253
Washc5,0.1303429708961734
Usp54,0.1302718024526679
Ing3,0.1301874170125114
Ntng2,0.13013556571795742
Rprml,0.13012336541335648
Col4a3bp,0.12993934415229233
Rnf19a,0.12980209072553178
Sox2,0.12968313775567264
Gfra1,0.12964857022596998
Npas2,0.12933034561429552
Zc3hc1,0.1292988281607431
Whrn,0.1292378266377384
Bcl11a,0.12919919233983543
Wdr45,0.1290700724494755
Kcnf1,0.12875794799010148
Dbx2,0.1287294806126993
Nrip1,0.12871829700014845
Ccser2,0.12871728030809837
Foxo1,0.12867966270224546
Doc2a,0.12860747756668992
Stk11,0.12849767482528146
Leprot,0.12838177193157255
Nr3c2,0.12837363839517194
Galnt18,0.12825671880941295
Neurod6,0.1282506186571125
Pakap,0.128179450213607
Axin2,0.127919177048787
Mpp3,0.12777989023792627
Coq8a,0.127633486582715
Phf6,0.12746979916265241
Pex3,0.12733356242794194
Cd9,0.12703973842546937
Otud7b,0.12699500397526592
Dgkg,0.12698788713091536
Fkbp5,0.12682114963470253
Epb41,0.12620605094440523
Taf4,0.1261847004113536
Kcnk2,0.1260921814347965
Map2k5,0.1260088126866901
Esyt2,0.12599051222978866
Rab8a,0.12597221177288725
Ppm1h,0.1259610281603364
Sh3gl1,0.125890876408881
Camsap3,0.12571803876036772
Il11ra1,0.12559908579050857
Wdr59,0.12556350156875584
Epb41l2,0.1255411343436541
Map2k2,0.1254760660524491
Wdr36,0.12545573221144754
Ago1,0.12531237863238653
Vps72,0.1252991616357355
Robo1,0.12519342566252736
Bcl7a,0.12490163504415494
Actr1a,0.12480199922324728
Bax,0.12477658192199532
Dnmt3a,0.12477048176969485
Pou3f2,0.12465559556803602
Gna13,0.12453257582997655
Pkia,0.12440040586346639
Acaa2,0.12424688536390459
Tdrkh,0.12424383528775435
Ncstn,0.1242275682149531
Ctdspl2,0.12421841798650239
Arhgef1,0.12416758338399848
Dagla,0.1241106486291941
Eif2ak3,0.1240598140266902
Adgrf5,0.12392357729197973
Eps15l1,0.12387070930537565
Rnf2,0.12386359246102512
Mknk2,0.12375582310371683
Zfand2a,0.12362060306105642
Krit1,0.12358501883930369
Gabra5,0.12357586861085298
Sap18,0.12356671838240228
Trpc1,0.1235280840844993
E2f5,0.12347928286609555
Zzef1,0.12332474567448368
Selenoi,0.12321900970127554
Kif3a,0.12315190802597038
Ago2,0.12296687007285616
Klhl22,0.1229089186260017
Vwa8,0.12290078508960108
Mdp1,0.12273709766953848
Tenm1,0.12268422968293442
Timmdc1,0.12254087610387339
Mmp16,0.12248800811726933
Ints4,0.12246767427626776
Ctbp2,0.12228263632315353
Ifnar1,0.12224603540935072
Aspa,0.12216063327714416
Kcnab3,0.1217997075993664
Miga1,0.12176514006966374
Bad,0.12171633885125999
Rnf144a,0.12171532215920991
Ppp2r2a,0.12171125539100959
Lmna,0.12151096705714419
Cdc42ep4,0.12144589876593918
Champ1,0.121417431388537
Ruvbl2,0.12126492758102528
Nfu1,0.12116630845216769
Abhd17c,0.12111242377351354
Mgst3,0.12101278795260588
Arhgef28,0.12097212027060275
Gigyf2,0.12091213543964814
Htr2c,0.12090400190324752
Cep104,0.1208257166153915
Dicer1,0.12079826593003938
Plcb4,0.12079419916183907
Irf3,0.12053494268906914
Rcan1,0.12034380458365444
Nrip3,0.12003371350838059
Mlec,0.1200143963594291
Fam136a,0.11979275749251206
Gpsm1,0.1196605875260019
Epha4,0.11965652075780159
Ccnt1,0.11951825063899095
Cacna1g,0.11940234774528204
Setx,0.11935862998712868
Pbx2,0.11916444180556375
Tet3,0.11905362237210522
Hace1,0.11905158898800507
Dctn4,0.11904142206750429
E2f4,0.1189102687930442
Tmem41b,0.11881469974033686
Abraxas2,0.11880148274368584
Abcf1,0.11879436589933529
Ikbkb,0.11871709730352935
Mtcl1,0.11834803808935096
Srr,0.11823315188769212
Dnttip1,0.11817316705673751
Rae1,0.11813859952703486
Ttc8,0.11806336431532907
Mpi,0.11799016248772344
Keap1,0.11783562529611157
Msh2,0.11778377400155757
Rif1,0.11775022316390499
Gtf2h1,0.11765465411119765
Sart3,0.11753671783338858
Mms19,0.11739844771457794
Fgf1,0.11736693026102551
Cltb,0.11728152812881895
Dag1,0.11724391052296605
Adrb1,0.11720222614891285
Sin3a,0.11706192264600206
Tgfbr3,0.11703955542090035
Slc25a28,0.1168545174677861
Nsun2,0.11675081487867814
Exosc9,0.11674979818662806
Smim7,0.11674471472637767
Aatf,0.11654035962431196
Zkscan1,0.11645089072390508
Prr5l,0.11636447189964842
Pkig,0.11626686946284093
Sufu,0.11625466915823998
Pik3cb,0.11611131557917896
Sox5,0.11610928219507881
Tubg2,0.11606353105282528
Stk38l,0.1160025295298206
Ackr1,0.11594966154321652
Lypd1,0.11575445666960152
Ext1,0.11564465392819308
Idi1,0.11544538228637775
Zfp24,0.1154057312964247
Mylk,0.11538539745542313
Arf2,0.11528677832656556
Rbck1,0.11506412276759843
Mtus1,0.1150376887742964
Msra,0.11466049602371739
Cep250,0.11428228658108831
Bcl11b,0.11417146714762978
Adgrl2,0.11396711204556408
Inpp4b,0.1139244109794608
Lpin1,0.11375259002299758
Elf2,0.11374140641044671
Gk,0.11370277211254375
Smg9,0.11354823492093186
Chd1,0.11349740031842795
Prkca,0.1134485991000242
Maf,0.11344351563977381
Lamb2,0.11341199818622139
Ubash3b,0.1133276127460649
Pttg1,0.11324729407410872
Ap3b1,0.11306225612099449
Ksr2,0.1130520892004937
Alkbh5,0.11296668706828714
Fopnl,0.112665746221464
Daam2,0.11265456260891314
Mllt10,0.11258339416540766
Ift122,0.11240648974869406
Agrn,0.11239225605999296
Dpp9,0.11235768853029031
Nkx6-2,0.11228550339473475
Letmd1,0.1122651695537332
Rtf1,0.1121157158223717
Kcns2,0.11204454737886622
Slc9a3r1,0.1118452757370509
Pdgfa,0.11183409212450005
Nova2,0.11179952459479739
Gabpb1,0.11159516949273167
Peg10,0.11149045021157361
Car4,0.11148129998312291
Trim24,0.11144063230111978
Notch1,0.1114030146952669
Vps25,0.11139488115886627
Rhot2,0.11130337887435923
Zfhx3,0.11128812849360806
Srgap1,0.11099837125933577
Mdm2,0.11084586745182405
Eipr1,0.11081740007442185
Meis3,0.11079604954137022
Pcdh11x,0.11073911478656584
Utp25,0.11068624679996177
Osgep,0.11066896303511044
Pmp22,0.1103446382711355
Rbms1,0.110312104125533
Srrm4,0.11025211929457839
Acsl1,0.11013723309291955
Lrrk2,0.11007013141761439
Nell1,0.10986882639169891
Nr4a1,0.109817991789195
Tenm4,0.10977732410719188
Xrcc6,0.10965938782938281
Nptx2,0.1096034697666285
Cbs,0.10959838630637811
Brpf1,0.10958313592562695
Stxbp4,0.10950180056162069
Pde7b,0.10939504789636248
Sharpin,0.10934116321770833
Grpel1,0.10909715712568957
Sox6,0.10903818898678504
Syn3,0.10899243784453151
Txnip,0.1089416032420276
Ddx21,0.1089233027851262
Gfra2,0.10891110248052527
Apip,0.10886331795417159
Lasp1,0.1087789325140151
Grm2,0.10853594311404642
Sdc2,0.10825940287642515
Egfl7,0.10823906903542359
Med14,0.10808351515176162
Notch2,0.10802658039695724
Dhx33,0.10779070784133911
Med21,0.1077205560898837
Pacsin3,0.10770835578528277
Rab27b,0.1076697214873798
Neat1,0.10757313574262238
Hsf1,0.10752738460036886
Plod3,0.10752433452421863
Tlcd1,0.1075019672991169
Bbs1,0.10730472904140173
Bdnf,0.10711155755188688
Vat1,0.1070078549627789
Jag2,0.10698142096947687
Eif2b1,0.10683501731426562
Nagk,0.10681976693351444
Dvl3,0.10680248316866311
Stk4,0.10679739970841272
Inpp5b,0.10658999453019677
Igsf21,0.10655237692434388
Ppfibp1,0.10647612502058801
P2ry12,0.10636225551097926
Pom121,0.10615383364071324
Nup98,0.10614265002816237
Banp,0.10604606428340495
Ndufaf6,0.10591694439304501
Xist,0.10588441024744251
Lamp5,0.10585797625414048
Fbxo41,0.10582340872443782
Khdrbs2,0.10572987305583063
Sept3,0.10566073799642531
Creld1,0.10532929638809982
Ipmk,0.10525304448434396
Ddit3,0.10493278648856934
Ramp3,0.10493176979651925
Sult1a1,0.10486365142916401
Plod1,0.10483416735971175
Memo1,0.10456474396644103
Jam3,0.10455864381414055
Ctnnal1,0.10425770296731741
Golga2,0.10422720220581508
Smn1,0.10419161798406233
Mybbp1a,0.1041560337623096
Nrp1,0.10414485014975874
Zic2,0.10409909900750522
Gart,0.10376664070712965
Rmdn3,0.10370970595232527
Spopl,0.10363752081676973
Dpysl4,0.10329489559589337
Sst,0.10322067707623767
Grm8,0.10304072258337384
Lfng,0.10298988798086993
Micu2,0.10291871953736445
Rgs9,0.10291871953736445
Ndst1,0.10281298356415632
Ppif,0.10278349949470406
Il18,0.10273673166040045
Sirt7,0.10235750552572129
Kat8,0.10232090461191848
Als2,0.10222330217511097
Zscan21,0.10220195164205934
Stx8,0.10217348426465714
Nectin3,0.1020687649834991
Unc13b,0.10198946300359299
Anxa2,0.10196912916259143
Kat6a,0.10191829456008751
Igsf8,0.1018308590437808
Maip1,0.10180340835842869
Nrep,0.10179120805382774
Bbs7,0.10173325660697329
Nbn,0.1016864887726697
Rp2,0.10154821865385906
Iqgap1,0.10150348420365561
Erbb4,0.10143333245220022
Smad5,0.10133979678359303
Stat5b,0.1012106768932331
Rapgef3,0.1010520729334209
Pcnt,0.10095955395686379
Epm2a,0.10084161767905472
Crym,0.10071758124894518
Dlg5,0.10064946288158995
Nampt,0.10016348408165257
Mettl3,0.10014416693270109
Sh3gl3,0.10000894689004068
Foxo3,0.09996014567163694
Pcdh15,0.09968563881811583
Arntl,0.09962870406331145
Myt1,0.09948433379220034
Rock1,0.09942943242149613
Rbm8a,0.09937148097464167
Cxcl12,0.09936843089849143
Epha10,0.09929929583908612
Plxna4,0.09925557808093276
Abitram,0.0992159270909797
Slc25a20,0.09904715621066673
Myo1e,0.0989973383002129
Akt3,0.09899632160816282
Mtmr12,0.09885195133705171
Cdh4,0.09877468274124578
Tufm,0.09874214859564327
Efnb2,0.09867606361238819
Bbs2,0.09856219410277943
Golga3,0.09848695889107364
Prkd3,0.09845239136137099
Ldlrad4,0.09844222444087021
Ldb2,0.09825921987185614
Eepd1,0.09819211819655098
Eif2s2,0.098088415607443
Sdk2,0.09800403016728651
