group,posterior_mean,posterior_sd,p(>0),p(<0),PEP,qvalue,selected_fdr_0.05,feature,age,source_file
Astrocytes,0.0023835155,0.015991608,0.58,0.42,0.42,0.3027777777777778,False,Adamts3,21,Adamts3_casecontrol.csv
Microglia,-0.0025333022,0.017947594,0.433,0.567,0.433,0.3157999999999999,False,Adamts3,21,Adamts3_casecontrol.csv
GABAergic Neurons,-0.0030203124,0.019016154,0.452,0.548,0.452,0.3281818181818182,False,Adamts3,21,Adamts3_casecontrol.csv
Oligodendrocytes,-0.0015643806,0.010709616,0.456,0.544,0.456,0.3388333333333333,False,Adamts3,21,Adamts3_casecontrol.csv
Myocytes,0.13599896,0.02568738,1.0,0.0,0.0,0.0,True,Atp1b2,21,Atp1b2_casecontrol.csv
Endocrine Cells,0.070787475,0.03179593,0.984,0.016,0.016,0.008,True,Atp1b2,21,Atp1b2_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011794166,0.01198565,0.833,0.167,0.167,0.061,False,Atp1b2,21,Atp1b2_casecontrol.csv
Medium Spiny Neurons,-0.010875766,0.011630323,0.172,0.828,0.172,0.08875,False,Atp1b2,21,Atp1b2_casecontrol.csv
Neural Stem Cells,0.013795708,0.016263258,0.792,0.208,0.208,0.1125999999999999,False,Atp1b2,21,Atp1b2_casecontrol.csv
Astrocytes,-0.015045302,0.019802956,0.222,0.778,0.222,0.1308333333333333,False,Atp1b2,21,Atp1b2_casecontrol.csv
Neurons,-0.00959593,0.012797303,0.231,0.769,0.231,0.1451428571428571,False,Atp1b2,21,Atp1b2_casecontrol.csv
Endothelial Cells,-0.017503545,0.02936383,0.275,0.725,0.275,0.161375,False,Atp1b2,21,Atp1b2_casecontrol.csv
Microglia,-0.009970308,0.018693827,0.307,0.693,0.307,0.1775555555555555,False,Atp1b2,21,Atp1b2_casecontrol.csv
Oligodendrocytes,0.003995653,0.009528518,0.665,0.335,0.335,0.1932999999999999,False,Atp1b2,21,Atp1b2_casecontrol.csv
GABAergic Neurons,0.0022067253,0.020184826,0.552,0.448,0.448,0.2164545454545454,False,Atp1b2,21,Atp1b2_casecontrol.csv
Excitatory Neurons,-0.0006703954,0.013054154,0.486,0.514,0.486,0.2389166666666666,False,Atp1b2,21,Atp1b2_casecontrol.csv
Medium Spiny Neurons,-0.013717425,0.012370018,0.128,0.872,0.128,0.128,False,Agxt2,21,Agxt2_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012201927,0.011528912,0.851,0.149,0.149,0.1385,False,Agxt2,21,Agxt2_casecontrol.csv
Neurons,0.008969987,0.014208838,0.733,0.267,0.267,0.1813333333333333,False,Agxt2,21,Agxt2_casecontrol.csv
Neural Stem Cells,0.008689938,0.018371351,0.68,0.32,0.32,0.216,False,Agxt2,21,Agxt2_casecontrol.csv
Excitatory Neurons,0.0045620655,0.012282414,0.642,0.358,0.358,0.2444,False,Agxt2,21,Agxt2_casecontrol.csv
Myocytes,0.009038683,0.024660662,0.638,0.362,0.362,0.264,False,Agxt2,21,Agxt2_casecontrol.csv
Endocrine Cells,0.0072799325,0.031061146,0.6,0.4,0.4,0.2834285714285714,False,Agxt2,21,Agxt2_casecontrol.csv
Endothelial Cells,-0.0080718445,0.031281386,0.401,0.599,0.401,0.298125,False,Agxt2,21,Agxt2_casecontrol.csv
Astrocytes,0.0023203022,0.015977617,0.577,0.423,0.423,0.312,False,Agxt2,21,Agxt2_casecontrol.csv
Microglia,-0.0025426985,0.017938947,0.433,0.567,0.433,0.3240999999999999,False,Agxt2,21,Agxt2_casecontrol.csv
Oligodendrocytes,-0.0017079395,0.010717953,0.452,0.548,0.452,0.3357272727272727,False,Agxt2,21,Agxt2_casecontrol.csv
GABAergic Neurons,-0.0022933863,0.018899856,0.473,0.527,0.473,0.3471666666666666,False,Agxt2,21,Agxt2_casecontrol.csv
Medium Spiny Neurons,-0.0157478,0.01215125,0.09,0.91,0.09,0.09,False,Asna1,21,Asna1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0117093865,0.011817163,0.833,0.167,0.167,0.1285,False,Asna1,21,Asna1_casecontrol.csv
Neurons,0.0074273106,0.013856318,0.702,0.298,0.298,0.1849999999999999,False,Asna1,21,Asna1_casecontrol.csv
Neural Stem Cells,0.009193007,0.017920708,0.693,0.307,0.307,0.2154999999999999,False,Asna1,21,Asna1_casecontrol.csv
Endocrine Cells,0.010061931,0.031336214,0.635,0.365,0.365,0.2453999999999999,False,Asna1,21,Asna1_casecontrol.csv
Excitatory Neurons,0.0043915864,0.012617996,0.634,0.366,0.366,0.2655,False,Asna1,21,Asna1_casecontrol.csv
Myocytes,-0.0074878386,0.024764271,0.375,0.625,0.375,0.2811428571428571,False,Asna1,21,Asna1_casecontrol.csv
Astrocytes,0.0031596948,0.016329808,0.6,0.4,0.4,0.296,False,Asna1,21,Asna1_casecontrol.csv
Endothelial Cells,-0.0070439605,0.030969052,0.41,0.59,0.41,0.3086666666666666,False,Asna1,21,Asna1_casecontrol.csv
Microglia,-0.0008984516,0.018126367,0.468,0.532,0.468,0.3246,False,Asna1,21,Asna1_casecontrol.csv
GABAergic Neurons,-0.0020699438,0.019435281,0.479,0.521,0.479,0.3386363636363636,False,Asna1,21,Asna1_casecontrol.csv
Oligodendrocytes,-3.4546042e-06,0.010398702,0.51,0.49,0.49,0.35125,False,Asna1,21,Asna1_casecontrol.csv
Myocytes,-0.12845907,0.025120033,0.0,1.0,0.0,0.0,True,Tsc22d3,21,Tsc22d3_casecontrol.csv
Neural Stem Cells,0.052237667,0.017390184,1.0,0.0,0.0,0.0,True,Tsc22d3,21,Tsc22d3_casecontrol.csv
Astrocytes,0.047239847,0.017338803,0.99,0.01,0.01,0.0033333333333333,True,Tsc22d3,21,Tsc22d3_casecontrol.csv
Endothelial Cells,0.046898354,0.03019824,0.943,0.057,0.057,0.01675,True,Tsc22d3,21,Tsc22d3_casecontrol.csv
Oligodendrocyte Precursor Cells,0.01570203,0.011780318,0.907,0.093,0.093,0.032,True,Tsc22d3,21,Tsc22d3_casecontrol.csv
Endocrine Cells,0.030273022,0.031594586,0.821,0.179,0.179,0.0564999999999999,False,Tsc22d3,21,Tsc22d3_casecontrol.csv
Medium Spiny Neurons,-0.008303022,0.012226765,0.258,0.742,0.258,0.0852857142857142,False,Tsc22d3,21,Tsc22d3_casecontrol.csv
Microglia,0.009018771,0.01828584,0.691,0.309,0.309,0.1132499999999999,False,Tsc22d3,21,Tsc22d3_casecontrol.csv
Neurons,0.0060938406,0.013898662,0.673,0.327,0.327,0.1369999999999999,False,Tsc22d3,21,Tsc22d3_casecontrol.csv
Excitatory Neurons,0.00412315,0.012488851,0.626,0.374,0.374,0.1606999999999999,False,Tsc22d3,21,Tsc22d3_casecontrol.csv
Oligodendrocytes,0.0013398665,0.010043797,0.567,0.433,0.433,0.1854545454545454,False,Tsc22d3,21,Tsc22d3_casecontrol.csv
GABAergic Neurons,0.00023795251,0.019369623,0.523,0.477,0.477,0.2097499999999999,False,Tsc22d3,21,Tsc22d3_casecontrol.csv
Medium Spiny Neurons,-0.0154831465,0.011965622,0.091,0.909,0.091,0.091,False,Araf,21,Araf_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0124719385,0.011833619,0.849,0.151,0.151,0.121,False,Araf,21,Araf_casecontrol.csv
Neural Stem Cells,0.01647467,0.017896468,0.813,0.187,0.187,0.143,False,Araf,21,Araf_casecontrol.csv
Neurons,0.007717815,0.013501754,0.719,0.281,0.281,0.1775,False,Araf,21,Araf_casecontrol.csv
Excitatory Neurons,0.0044462658,0.01262898,0.637,0.363,0.363,0.2145999999999999,False,Araf,21,Araf_casecontrol.csv
Endothelial Cells,-0.0079590045,0.03100634,0.401,0.599,0.401,0.2456666666666666,False,Araf,21,Araf_casecontrol.csv
Astrocytes,0.0023194915,0.016293598,0.575,0.425,0.425,0.2712857142857143,False,Araf,21,Araf_casecontrol.csv
Microglia,-0.0012645313,0.018109666,0.462,0.538,0.462,0.295125,False,Araf,21,Araf_casecontrol.csv
Endocrine Cells,-0.00019130568,0.03146573,0.509,0.491,0.491,0.3168888888888889,False,Araf,21,Araf_casecontrol.csv
Myocytes,-0.001460938,0.024833418,0.495,0.505,0.495,0.3347,False,Araf,21,Araf_casecontrol.csv
Oligodendrocytes,-0.00022203788,0.010428916,0.503,0.497,0.497,0.3494545454545454,False,Araf,21,Araf_casecontrol.csv
GABAergic Neurons,-0.0011819738,0.019774256,0.498,0.502,0.498,0.3618333333333334,False,Araf,21,Araf_casecontrol.csv
Medium Spiny Neurons,-0.013841993,0.012343242,0.127,0.873,0.127,0.127,False,Aif1,21,Aif1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011433208,0.011574158,0.833,0.167,0.167,0.147,False,Aif1,21,Aif1_casecontrol.csv
Neurons,0.009017561,0.014193248,0.735,0.265,0.265,0.1863333333333333,False,Aif1,21,Aif1_casecontrol.csv
Microglia,-0.006977173,0.019009903,0.358,0.642,0.358,0.22925,False,Aif1,21,Aif1_casecontrol.csv
Excitatory Neurons,0.004394601,0.012307436,0.639,0.361,0.361,0.2556,False,Aif1,21,Aif1_casecontrol.csv
Endothelial Cells,-0.010019809,0.031216504,0.383,0.617,0.383,0.2768333333333333,False,Aif1,21,Aif1_casecontrol.csv
Endocrine Cells,0.007833395,0.031093191,0.608,0.392,0.392,0.2932857142857142,False,Aif1,21,Aif1_casecontrol.csv
Myocytes,0.0068217507,0.02466419,0.602,0.398,0.398,0.306375,False,Aif1,21,Aif1_casecontrol.csv
Neural Stem Cells,0.0038097745,0.018337103,0.588,0.412,0.412,0.3181111111111111,False,Aif1,21,Aif1_casecontrol.csv
Astrocytes,0.002439454,0.016033903,0.581,0.419,0.419,0.3282,False,Aif1,21,Aif1_casecontrol.csv
Oligodendrocytes,-0.0019132543,0.010685554,0.447,0.553,0.447,0.339,False,Aif1,21,Aif1_casecontrol.csv
GABAergic Neurons,-0.0026281804,0.018929584,0.465,0.535,0.465,0.3495,False,Aif1,21,Aif1_casecontrol.csv
Medium Spiny Neurons,-0.013711228,0.012369333,0.128,0.872,0.128,0.128,False,Anxa8,21,Anxa8_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012294878,0.011528686,0.852,0.148,0.148,0.138,False,Anxa8,21,Anxa8_casecontrol.csv
Neurons,0.008897178,0.0142092,0.732,0.268,0.268,0.1813333333333333,False,Anxa8,21,Anxa8_casecontrol.csv
Myocytes,0.014290599,0.024682108,0.706,0.294,0.294,0.2095,False,Anxa8,21,Anxa8_casecontrol.csv
Neural Stem Cells,0.007984702,0.018359292,0.665,0.335,0.335,0.2346,False,Anxa8,21,Anxa8_casecontrol.csv
Excitatory Neurons,0.004543605,0.012282534,0.642,0.358,0.358,0.2551666666666667,False,Anxa8,21,Anxa8_casecontrol.csv
Endocrine Cells,0.009434617,0.031074494,0.624,0.376,0.376,0.2724285714285714,False,Anxa8,21,Anxa8_casecontrol.csv
Endothelial Cells,-0.007816428,0.031274352,0.403,0.597,0.403,0.28875,False,Anxa8,21,Anxa8_casecontrol.csv
Astrocytes,0.0024171753,0.01600742,0.581,0.419,0.419,0.3032222222222222,False,Anxa8,21,Anxa8_casecontrol.csv
Microglia,-0.0024756852,0.017940229,0.434,0.566,0.434,0.3163,False,Anxa8,21,Anxa8_casecontrol.csv
Oligodendrocytes,-0.0017454571,0.010718646,0.452,0.548,0.452,0.3286363636363636,False,Anxa8,21,Anxa8_casecontrol.csv
GABAergic Neurons,-0.0023176726,0.01889998,0.472,0.528,0.472,0.3405833333333333,False,Anxa8,21,Anxa8_casecontrol.csv
Endothelial Cells,0.03536349,0.029650312,0.883,0.117,0.117,0.117,False,Slc2a1,21,Slc2a1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012354098,0.011642363,0.852,0.148,0.148,0.1325,False,Slc2a1,21,Slc2a1_casecontrol.csv
Medium Spiny Neurons,-0.010908379,0.012291065,0.193,0.807,0.193,0.1526666666666666,False,Slc2a1,21,Slc2a1_casecontrol.csv
Neural Stem Cells,0.0111545045,0.018136559,0.727,0.273,0.273,0.18275,False,Slc2a1,21,Slc2a1_casecontrol.csv
Neurons,0.008435939,0.014167462,0.726,0.274,0.274,0.201,False,Slc2a1,21,Slc2a1_casecontrol.csv
Endocrine Cells,0.017468482,0.031200482,0.723,0.277,0.277,0.2136666666666666,False,Slc2a1,21,Slc2a1_casecontrol.csv
Excitatory Neurons,0.005000638,0.012317489,0.654,0.346,0.346,0.2325714285714286,False,Slc2a1,21,Slc2a1_casecontrol.csv
Myocytes,0.004716494,0.024663132,0.58,0.42,0.42,0.256,False,Slc2a1,21,Slc2a1_casecontrol.csv
Oligodendrocytes,-0.0026514737,0.010585312,0.424,0.576,0.424,0.2746666666666666,False,Slc2a1,21,Slc2a1_casecontrol.csv
GABAergic Neurons,-0.0026699228,0.018950932,0.465,0.535,0.465,0.2936999999999999,False,Slc2a1,21,Slc2a1_casecontrol.csv
Astrocytes,0.00046948792,0.016360404,0.532,0.468,0.468,0.3095454545454545,False,Slc2a1,21,Slc2a1_casecontrol.csv
Microglia,-0.00080931146,0.018018987,0.468,0.532,0.468,0.32275,False,Slc2a1,21,Slc2a1_casecontrol.csv
Medium Spiny Neurons,-0.052027125,0.01057171,0.0,1.0,0.0,0.0,True,Scn4b,21,Scn4b_casecontrol.csv
Myocytes,-0.12511344,0.02487209,0.0,1.0,0.0,0.0,True,Scn4b,21,Scn4b_casecontrol.csv
Oligodendrocyte Precursor Cells,0.00867418,0.011628142,0.767,0.233,0.233,0.0776666666666666,False,Scn4b,21,Scn4b_casecontrol.csv
Neurons,0.0077063455,0.014119123,0.709,0.291,0.291,0.131,False,Scn4b,21,Scn4b_casecontrol.csv
Endocrine Cells,0.015627166,0.031078221,0.701,0.299,0.299,0.1646,False,Scn4b,21,Scn4b_casecontrol.csv
Neural Stem Cells,0.0071160635,0.018308094,0.651,0.349,0.349,0.1953333333333333,False,Scn4b,21,Scn4b_casecontrol.csv
Microglia,-0.006419144,0.017968744,0.36,0.64,0.36,0.2188571428571428,False,Scn4b,21,Scn4b_casecontrol.csv
Endothelial Cells,-0.009401339,0.031220838,0.39,0.61,0.39,0.24025,False,Scn4b,21,Scn4b_casecontrol.csv
Oligodendrocytes,-0.003735958,0.010640754,0.394,0.606,0.394,0.2573333333333333,False,Scn4b,21,Scn4b_casecontrol.csv
GABAergic Neurons,-0.004724997,0.019173782,0.414,0.586,0.414,0.273,False,Scn4b,21,Scn4b_casecontrol.csv
Excitatory Neurons,0.0021410107,0.012444198,0.567,0.433,0.433,0.2875454545454545,False,Scn4b,21,Scn4b_casecontrol.csv
Astrocytes,0.0011597344,0.016027596,0.55,0.45,0.45,0.3010833333333333,False,Scn4b,21,Scn4b_casecontrol.csv
Medium Spiny Neurons,-0.013568089,0.01233558,0.128,0.872,0.128,0.128,False,Atad3a,21,Atad3a_casecontrol.csv
Oligodendrocyte Precursor Cells,0.013060259,0.011618172,0.872,0.128,0.128,0.128,False,Atad3a,21,Atad3a_casecontrol.csv
Neurons,0.009288076,0.014156783,0.742,0.258,0.258,0.1713333333333333,False,Atad3a,21,Atad3a_casecontrol.csv
Neural Stem Cells,0.011949772,0.018269897,0.738,0.262,0.262,0.194,False,Atad3a,21,Atad3a_casecontrol.csv
Excitatory Neurons,0.004970102,0.012325787,0.654,0.346,0.346,0.2244,False,Atad3a,21,Atad3a_casecontrol.csv
Endocrine Cells,0.0100343935,0.03110549,0.635,0.365,0.365,0.2478333333333333,False,Atad3a,21,Atad3a_casecontrol.csv
Endothelial Cells,-0.00869135,0.03124362,0.395,0.605,0.395,0.2688571428571428,False,Atad3a,21,Atad3a_casecontrol.csv
Astrocytes,0.002934416,0.016067134,0.596,0.404,0.404,0.28575,False,Atad3a,21,Atad3a_casecontrol.csv
Myocytes,0.005510906,0.024699103,0.59,0.41,0.41,0.2995555555555556,False,Atad3a,21,Atad3a_casecontrol.csv
Microglia,-0.0015546649,0.017980779,0.455,0.545,0.455,0.3151,False,Atad3a,21,Atad3a_casecontrol.csv
GABAergic Neurons,-0.0016038463,0.018998291,0.491,0.509,0.491,0.3310909090909091,False,Atad3a,21,Atad3a_casecontrol.csv
Oligodendrocytes,-0.0003276338,0.010676635,0.496,0.504,0.496,0.3448333333333333,False,Atad3a,21,Atad3a_casecontrol.csv
Medium Spiny Neurons,-0.013445821,0.012368187,0.132,0.868,0.132,0.132,False,Ajuba,21,Ajuba_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012261082,0.011531036,0.852,0.148,0.148,0.14,False,Ajuba,21,Ajuba_casecontrol.csv
Neurons,0.008977663,0.014207759,0.733,0.267,0.267,0.1823333333333333,False,Ajuba,21,Ajuba_casecontrol.csv
Neural Stem Cells,0.009006575,0.018309044,0.689,0.311,0.311,0.2145,False,Ajuba,21,Ajuba_casecontrol.csv
Myocytes,0.011260591,0.024688672,0.672,0.328,0.328,0.2372,False,Ajuba,21,Ajuba_casecontrol.csv
Excitatory Neurons,0.004594947,0.012283233,0.644,0.356,0.356,0.257,False,Ajuba,21,Ajuba_casecontrol.csv
Endocrine Cells,0.009131368,0.031091455,0.618,0.382,0.382,0.2748571428571429,False,Ajuba,21,Ajuba_casecontrol.csv
Endothelial Cells,-0.007676896,0.031209605,0.405,0.595,0.405,0.2911250000000001,False,Ajuba,21,Ajuba_casecontrol.csv
Astrocytes,0.0024219668,0.015999515,0.581,0.419,0.419,0.3053333333333334,False,Ajuba,21,Ajuba_casecontrol.csv
Microglia,-0.0023597407,0.017950043,0.434,0.566,0.434,0.3182000000000001,False,Ajuba,21,Ajuba_casecontrol.csv
Oligodendrocytes,-0.0016910381,0.010716683,0.453,0.547,0.453,0.3304545454545455,False,Ajuba,21,Ajuba_casecontrol.csv
GABAergic Neurons,-0.0022200807,0.018901294,0.476,0.524,0.476,0.3425833333333334,False,Ajuba,21,Ajuba_casecontrol.csv
Oligodendrocyte Precursor Cells,0.011811101,0.011614478,0.839,0.161,0.161,0.161,False,Abcb1a,21,Abcb1a_casecontrol.csv
Medium Spiny Neurons,-0.011775054,0.012310976,0.168,0.832,0.168,0.1645,False,Abcb1a,21,Abcb1a_casecontrol.csv
Neurons,0.008593079,0.0141937295,0.728,0.272,0.272,0.2003333333333333,False,Abcb1a,21,Abcb1a_casecontrol.csv
Myocytes,0.013107166,0.024777282,0.692,0.308,0.308,0.22725,False,Abcb1a,21,Abcb1a_casecontrol.csv
Excitatory Neurons,0.0046817977,0.012293287,0.649,0.351,0.351,0.252,False,Abcb1a,21,Abcb1a_casecontrol.csv
Endocrine Cells,0.010934391,0.031101314,0.644,0.356,0.356,0.2693333333333333,False,Abcb1a,21,Abcb1a_casecontrol.csv
Astrocytes,0.0032704468,0.016062558,0.603,0.397,0.397,0.2875714285714285,False,Abcb1a,21,Abcb1a_casecontrol.csv
Microglia,-0.0037891592,0.01796114,0.41,0.59,0.41,0.302875,False,Abcb1a,21,Abcb1a_casecontrol.csv
Endothelial Cells,0.0041161366,0.029681098,0.558,0.442,0.442,0.3183333333333333,False,Abcb1a,21,Abcb1a_casecontrol.csv
Oligodendrocytes,-0.0019627966,0.010697462,0.446,0.554,0.446,0.3311,False,Abcb1a,21,Abcb1a_casecontrol.csv
Neural Stem Cells,0.00205488,0.018328382,0.545,0.455,0.455,0.3423636363636364,False,Abcb1a,21,Abcb1a_casecontrol.csv
GABAergic Neurons,-0.002049587,0.018920116,0.479,0.521,0.479,0.35375,False,Abcb1a,21,Abcb1a_casecontrol.csv
Oligodendrocytes,0.020221664,0.010000944,0.974,0.026,0.026,0.026,True,B2m,21,B2m_casecontrol.csv
Myocytes,-0.038517494,0.025187403,0.061,0.939,0.061,0.0435,True,B2m,21,B2m_casecontrol.csv
Neural Stem Cells,0.026692647,0.017496869,0.927,0.073,0.073,0.0533333333333333,False,B2m,21,B2m_casecontrol.csv
Microglia,0.028773332,0.021887917,0.903,0.097,0.097,0.06425,False,B2m,21,B2m_casecontrol.csv
Medium Spiny Neurons,-0.012518542,0.012188435,0.147,0.853,0.147,0.0808,False,B2m,21,B2m_casecontrol.csv
Oligodendrocyte Precursor Cells,0.008941507,0.011947587,0.767,0.233,0.233,0.1061666666666666,False,B2m,21,B2m_casecontrol.csv
Neurons,0.0077802655,0.013988753,0.714,0.286,0.286,0.1318571428571428,False,B2m,21,B2m_casecontrol.csv
Astrocytes,0.008227359,0.016852072,0.701,0.299,0.299,0.15275,False,B2m,21,B2m_casecontrol.csv
Endocrine Cells,-0.009203808,0.032266922,0.399,0.601,0.399,0.1801111111111111,False,B2m,21,B2m_casecontrol.csv
Excitatory Neurons,0.0029182334,0.01264511,0.586,0.414,0.414,0.2035,False,B2m,21,B2m_casecontrol.csv
GABAergic Neurons,-0.002929831,0.019237662,0.457,0.543,0.457,0.2265454545454545,False,B2m,21,B2m_casecontrol.csv
Endothelial Cells,0.0023827092,0.028673453,0.537,0.463,0.463,0.24625,False,B2m,21,B2m_casecontrol.csv
Endocrine Cells,0.059880283,0.03151404,0.968,0.032,0.032,0.032,True,Bcam,21,Bcam_casecontrol.csv
Oligodendrocyte Precursor Cells,0.01260501,0.011588047,0.859,0.141,0.141,0.0865,False,Bcam,21,Bcam_casecontrol.csv
Medium Spiny Neurons,-0.012856496,0.012354228,0.144,0.856,0.144,0.1056666666666666,False,Bcam,21,Bcam_casecontrol.csv
Neurons,0.008950924,0.014177532,0.733,0.267,0.267,0.146,False,Bcam,21,Bcam_casecontrol.csv
Neural Stem Cells,0.009103373,0.018312149,0.691,0.309,0.309,0.1786,False,Bcam,21,Bcam_casecontrol.csv
Myocytes,-0.010192255,0.024690786,0.337,0.663,0.337,0.205,False,Bcam,21,Bcam_casecontrol.csv
Excitatory Neurons,0.004704997,0.012289548,0.65,0.35,0.35,0.2257142857142857,False,Bcam,21,Bcam_casecontrol.csv
Astrocytes,0.0028660146,0.016038027,0.594,0.406,0.406,0.24825,False,Bcam,21,Bcam_casecontrol.csv
Microglia,-0.0023969137,0.017951328,0.434,0.566,0.434,0.2688888888888889,False,Bcam,21,Bcam_casecontrol.csv
Oligodendrocytes,-0.001596365,0.0107080005,0.456,0.544,0.456,0.2876,False,Bcam,21,Bcam_casecontrol.csv
GABAergic Neurons,-0.0025112059,0.01891856,0.47,0.53,0.47,0.3041818181818181,False,Bcam,21,Bcam_casecontrol.csv
Endothelial Cells,-0.0024274732,0.030701315,0.471,0.529,0.471,0.3180833333333333,False,Bcam,21,Bcam_casecontrol.csv
Oligodendrocytes,-0.021041403,0.009897282,0.018,0.982,0.018,0.018,True,Rnf13,21,Rnf13_casecontrol.csv
Medium Spiny Neurons,-0.013324471,0.012103863,0.128,0.872,0.128,0.073,False,Rnf13,21,Rnf13_casecontrol.csv
Oligodendrocyte Precursor Cells,0.012131148,0.0119201625,0.839,0.161,0.161,0.1023333333333333,False,Rnf13,21,Rnf13_casecontrol.csv
Endocrine Cells,0.030375443,0.031426042,0.823,0.177,0.177,0.121,False,Rnf13,21,Rnf13_casecontrol.csv
Neural Stem Cells,0.012967585,0.017512871,0.762,0.238,0.238,0.1444,False,Rnf13,21,Rnf13_casecontrol.csv
Myocytes,0.014997018,0.024921892,0.715,0.285,0.285,0.1678333333333333,False,Rnf13,21,Rnf13_casecontrol.csv
Neurons,0.006511999,0.013877314,0.69,0.31,0.31,0.1881428571428571,False,Rnf13,21,Rnf13_casecontrol.csv
Excitatory Neurons,0.004989076,0.012537004,0.653,0.347,0.347,0.208,False,Rnf13,21,Rnf13_casecontrol.csv
Endothelial Cells,-0.009788159,0.0307704,0.383,0.617,0.383,0.2274444444444444,False,Rnf13,21,Rnf13_casecontrol.csv
Microglia,-0.0039195507,0.018668737,0.41,0.59,0.41,0.2456999999999999,False,Rnf13,21,Rnf13_casecontrol.csv
GABAergic Neurons,-0.0018916926,0.019451236,0.483,0.517,0.483,0.2672727272727273,False,Rnf13,21,Rnf13_casecontrol.csv
Astrocytes,-0.0013475151,0.016798023,0.484,0.516,0.484,0.2853333333333333,False,Rnf13,21,Rnf13_casecontrol.csv
Medium Spiny Neurons,-0.013701073,0.012369671,0.128,0.872,0.128,0.128,False,Actc1,21,Actc1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.0123018725,0.011529025,0.852,0.148,0.148,0.138,False,Actc1,21,Actc1_casecontrol.csv
Myocytes,-0.02381117,0.024711642,0.179,0.821,0.179,0.1516666666666666,False,Actc1,21,Actc1_casecontrol.csv
Neurons,0.009011521,0.014208117,0.735,0.265,0.265,0.18,False,Actc1,21,Actc1_casecontrol.csv
Neural Stem Cells,0.0068919286,0.018370874,0.646,0.354,0.354,0.2147999999999999,False,Actc1,21,Actc1_casecontrol.csv
Excitatory Neurons,0.004554026,0.012282183,0.642,0.358,0.358,0.2386666666666666,False,Actc1,21,Actc1_casecontrol.csv
Endocrine Cells,0.0072608367,0.031061267,0.6,0.4,0.4,0.2617142857142857,False,Actc1,21,Actc1_casecontrol.csv
Endothelial Cells,-0.008242128,0.03128125,0.4,0.6,0.4,0.2789999999999999,False,Actc1,21,Actc1_casecontrol.csv
Astrocytes,0.0023169075,0.01597796,0.577,0.423,0.423,0.295,False,Actc1,21,Actc1_casecontrol.csv
Microglia,-0.002547707,0.017938947,0.433,0.567,0.433,0.3087999999999999,False,Actc1,21,Actc1_casecontrol.csv
Oligodendrocytes,-0.0017129482,0.010718066,0.452,0.548,0.452,0.3218181818181818,False,Actc1,21,Actc1_casecontrol.csv
GABAergic Neurons,-0.0023240838,0.018899858,0.472,0.528,0.472,0.3343333333333333,False,Actc1,21,Actc1_casecontrol.csv
Myocytes,-0.06932542,0.024813382,0.0,1.0,0.0,0.0,True,Cav1,21,Cav1_casecontrol.csv
Oligodendrocyte Precursor Cells,0.013917163,0.01180854,0.884,0.116,0.116,0.058,False,Cav1,21,Cav1_casecontrol.csv
Medium Spiny Neurons,-0.0138868615,0.0123559395,0.126,0.874,0.126,0.0806666666666666,False,Cav1,21,Cav1_casecontrol.csv
Neurons,0.00914921,0.014200208,0.738,0.262,0.262,0.126,False,Cav1,21,Cav1_casecontrol.csv
Endocrine Cells,0.015745101,0.031122573,0.702,0.298,0.298,0.1604,False,Cav1,21,Cav1_casecontrol.csv
Neural Stem Cells,0.009255303,0.018335786,0.693,0.307,0.307,0.1848333333333333,False,Cav1,21,Cav1_casecontrol.csv
Endothelial Cells,-0.014401797,0.030867336,0.318,0.682,0.318,0.2038571428571428,False,Cav1,21,Cav1_casecontrol.csv
