,gene,rbd_annotation,mean_scaled_or_mean,frac
408,Ctss,Palladium,0.39265729602935573,0.16395099153720316
409,Kif5a,Palladium,0.4127698559144282,0.8495642288746342
410,Kif5b,Palladium,0.20552216709578136,0.6762662624731729
411,Dync1li1,Palladium,0.7901057127337914,0.2876089427813592
412,Itgb1,Palladium,0.21444095401057975,0.2844511810029083
413,Mpzl1,Palladium,0.21550536207789248,0.13628899835796723
414,Ndrg2,Palladium,0.4024295393923311,0.7886825817860742
415,Gfap,Palladium,0.07169891225673758,0.22912719464444398
416,S100a1,Palladium,0.32924913539292844,0.26815713022610166
417,Calb2,Palladium,0.08845420509056628,0.17254010357459149
418,Nmu,Palladium,0.9046926704064551,0.0670708601743084
419,Ccl3,Palladium,0.140536427543005,0.0030314513073133775
420,Mt2,Striatum,0.3862403178862818,0.7406362741881615
421,Gstp1,Striatum,0.2686584689962188,0.361823548704504
422,Sqstm1,Striatum,0.29291300634706685,0.3819612987865032
423,Nfe2l1,Striatum,0.5132920062085466,0.5138734011151572
424,Atf4,Striatum,0.34993561759846326,0.47864873729095536
425,Jun,Striatum,0.07978640044003597,0.3479829452279508
426,Atf5,Striatum,0.08501873540721132,0.13532305673991663
427,Hspa5,Striatum,0.04097159905845461,0.5004919645785958
428,Hspd1,Striatum,0.45052224550887765,0.5180714988521177
429,Hspa9,Striatum,0.5704980178474482,0.4862577894392026
430,Gdf15,Striatum,0.04175772880556221,0.0005247622171203674
431,Adm,Striatum,0.06989119787208727,0.00505083633978354
432,Cst7,Striatum,0.018175513880091684,0.0016398819285011472
433,Igfbp3,Striatum,0.05503510770313507,0.029845851098720656
434,Serpina3n,Striatum,0.11431737536703941,0.07996064283371775
435,B2m,Striatum,0.4197258010752918,0.5890455887176053
436,H2-D1,Striatum,0.2802401004772287,0.3242374549032482
437,H2-K1,Striatum,0.34877418845347496,0.27687766480812304
438,Ctss,Striatum,0.973516668226544,0.26913742210559566
439,Kif5a,Striatum,0.6190749018590495,0.9011479173497586
440,Kif5b,Striatum,0.9999999999948331,0.8276156116758108
441,Dync1li1,Striatum,0.4956064229999534,0.22768120695308558
442,Itgb1,Striatum,0.3120900085656101,0.33387996064283737
443,Mpzl1,Striatum,0.37876306477476873,0.18950475565758534
444,Ndrg2,Striatum,0.9999999999974639,0.9198425713346606
445,Gfap,Striatum,0.15687960354545252,0.3420793702853452
446,S100a1,Striatum,0.5604453472675833,0.37067891111841245
447,Calb2,Striatum,0.18855200784758006,0.24755657592651611
448,Nmu,Striatum,0.15624402713648708,0.018169891767792615
449,Ccl3,Striatum,0.050098797834971766,0.002689406362741883
450,Mt2,Thalamus I,0.38236492198842476,0.7240999740998102
451,Gstp1,Thalamus I,0.2436900508676771,0.27266252266252455
452,Sqstm1,Thalamus I,0.3623846547901457,0.37775187775184105
453,Nfe2l1,Thalamus I,0.3939470401993294,0.49740999740991676
454,Atf4,Thalamus I,0.8013151585098864,0.5808080808079695
455,Jun,Thalamus I,0.20637615984988608,0.46199171199164435
456,Atf5,Thalamus I,0.35831249543768856,0.17314167314167866
457,Hspa5,Thalamus I,0.09158786582262247,0.5472027972026983
458,Hspd1,Thalamus I,0.43329781628570746,0.5282957782956863
459,Hspa9,Thalamus I,0.5889854944085985,0.49015799015791217
460,Gdf15,Thalamus I,0.999999999242916,0.007705257705257687
461,Adm,Thalamus I,0.7845929895602376,0.03457653457653459
462,Cst7,Thalamus I,0.9720166516760665,0.039821289821289595
463,Igfbp3,Thalamus I,0.12376768154828617,0.040598290598290336
464,Serpina3n,Thalamus I,0.7803859933383079,0.19269619269619942
465,B2m,Thalamus I,0.38576796906736155,0.4555814555813903
466,H2-D1,Thalamus I,0.37952441350627153,0.3006993006992923
467,H2-K1,Thalamus I,0.4253093819278284,0.24481999482000474
468,Ctss,Thalamus I,0.8136983006349806,0.16640766640767152
469,Kif5a,Thalamus I,0.1748865476920579,0.6671846671845242
470,Kif5b,Thalamus I,0.11737448030452731,0.6217301217299954
471,Dync1li1,Thalamus I,0.9999999999516193,0.30018130018129197
472,Itgb1,Thalamus I,0.37621048233628845,0.34447034447032
473,Mpzl1,Thalamus I,0.605429827896682,0.21704221704222526
474,Ndrg2,Thalamus I,0.6611463443992711,0.8870111370109133
475,Gfap,Thalamus I,0.1794499982322608,0.350815850815824
476,S100a1,Thalamus I,0.4349902555365035,0.2807562807562797
477,Calb2,Thalamus I,0.1330455874913504,0.18699818699819337
478,Nmu,Thalamus I,0.9999999999781957,0.0672753172753163
479,Ccl3,Thalamus I,0.9999999998170018,0.019166019166019236
480,Mt2,Thalamus II,0.40881747815684555,0.7907148120855675
481,Gstp1,Thalamus II,0.15228162132624426,0.34172018107169067
482,Sqstm1,Thalamus II,0.20963579539427157,0.399936835456354
483,Nfe2l1,Thalamus II,0.3529293985994064,0.5167912411832639
484,Atf4,Thalamus II,0.47821171682594926,0.5550057900831625
485,Jun,Thalamus II,0.11229020055821654,0.41509632592903306
486,Atf5,Thalamus II,0.009649893371451784,0.12001263290872582
487,Hspa5,Thalamus II,0.013963847674957666,0.5083693020317711
488,Hspd1,Thalamus II,0.47908217455541346,0.5618486156437504
489,Hspa9,Thalamus II,0.22606328322275102,0.46783871986522896
490,Gdf15,Thalamus II,0.05228777635682071,0.0008421939151489632
491,Adm,Thalamus II,0.05563851624504803,0.00326350142120223
492,Cst7,Thalamus II,0.0031607096934713266,0.0007369196757553428
493,Igfbp3,Thalamus II,0.12198828422795444,0.05611116959679942
494,Serpina3n,Thalamus II,0.031097601561977804,0.039793662490788556
495,B2m,Thalamus II,0.1062265766316582,0.3625644804716244
496,H2-D1,Thalamus II,0.10137280152277359,0.1781240130540102
497,H2-K1,Thalamus II,0.15312046961026524,0.17496578587220124
498,Ctss,Thalamus II,0.285525784317365,0.16264869986314626
499,Kif5a,Thalamus II,0.19217968904010607,0.7336561743342037
500,Kif5b,Thalamus II,0.14974514890107585,0.6668070323192296
501,Dync1li1,Thalamus II,0.919903517799926,0.3016106958627273
502,Itgb1,Thalamus II,0.19308588480578195,0.2849773660385378
503,Mpzl1,Thalamus II,0.24239903629625648,0.17370249499947765
504,Ndrg2,Thalamus II,0.7492372992819403,0.8975681650701325
505,Gfap,Thalamus II,0.02221488500695231,0.12085482682387477
506,S100a1,Thalamus II,0.30034349692322665,0.26802821349616746
507,Calb2,Thalamus II,0.999999999997473,0.7822928729340747
508,Nmu,Thalamus II,0.0,0.002210759027266028
509,Ccl3,Thalamus II,0.02844599803455508,0.0016843878302979264
510,Mt2,Thalamus III,0.4221938144459465,0.7859597447226286
511,Gstp1,Thalamus III,0.03623690225461416,0.2811323842251668
512,Sqstm1,Thalamus III,0.5913675726457328,0.4658811978399591
513,Nfe2l1,Thalamus III,0.5134941054700218,0.558664702994598
514,Atf4,Thalamus III,0.46036661667047585,0.5506463753886416
515,Jun,Thalamus III,0.29648488007588586,0.5783014236622465
516,Atf5,Thalamus III,0.20179839398180296,0.17623956799214474
517,Hspa5,Thalamus III,0.0,0.5041728031418736
518,Hspd1,Thalamus III,0.6258104617301541,0.6007200130911451
519,Hspa9,Thalamus III,0.4101920220373351,0.5084274259531975
520,Gdf15,Thalamus III,0.02709672493049959,0.0009818360333824251
521,Adm,Thalamus III,0.0993867409228456,0.006381934216985767
522,Cst7,Thalamus III,0.0,0.0006545573555882834
523,Igfbp3,Thalamus III,0.005877319665605823,0.015054819178530498
524,Serpina3n,Thalamus III,0.0,0.03829160530191448
525,B2m,Thalamus III,0.10111224801852037,0.3752250040909822
526,H2-D1,Thalamus III,0.16084830753108492,0.2364588447062666
527,H2-K1,Thalamus III,0.11696566518851573,0.16282114220258498
528,Ctss,Thalamus III,0.15272429611164148,0.1330387825233182
529,Kif5a,Thalamus III,0.17519978479746262,0.7139584356079177
530,Kif5b,Thalamus III,0.2106465599084854,0.6933398789068869
531,Dync1li1,Thalamus III,0.985071687949395,0.32253313696612557
532,Itgb1,Thalamus III,0.1863009092277565,0.27704140075274003
533,Mpzl1,Thalamus III,0.15330718877032837,0.14498445426280432
534,Ndrg2,Thalamus III,0.75949927968904,0.9185076092292556
535,Gfap,Thalamus III,0.04172707832295709,0.18622156766486603
536,S100a1,Thalamus III,0.35197504871695606,0.29455081001472655
537,Calb2,Thalamus III,0.06799581644967626,0.16413025691376154
538,Nmu,Thalamus III,0.0007789068784162922,0.002290950744558992
539,Ccl3,Thalamus III,0.04518102261408743,0.0018000327278677797
540,Mt2,Thalamus IV,0.44575819482179774,0.7594623275557219
541,Gstp1,Thalamus IV,0.25977052813102325,0.3188892819242935
542,Sqstm1,Thalamus IV,0.34520126245001703,0.39741775733991697
543,Nfe2l1,Thalamus IV,0.6274205423438243,0.5640254686947057
544,Atf4,Thalamus IV,0.999999999987179,0.6199151043508877
545,Jun,Thalamus IV,0.20710756054393836,0.48850371418461536
546,Atf5,Thalamus IV,0.576990063295936,0.2693668199504769
547,Hspa5,Thalamus IV,0.055203027526461876,0.5307746727979898
548,Hspd1,Thalamus IV,0.41711474829054507,0.5337813937035439
549,Hspa9,Thalamus IV,0.782923824752159,0.5357269189953731
550,Gdf15,Thalamus IV,0.5491702844555141,0.004244782454899188
551,Adm,Thalamus IV,0.5731540158713919,0.030244074991156583
552,Cst7,Thalamus IV,0.7261899926235172,0.027414220021223817
553,Igfbp3,Thalamus IV,0.11904332041340747,0.05022992571630711
554,Serpina3n,Thalamus IV,0.37972143818965015,0.10859568447117154
555,B2m,Thalamus IV,0.3482214577105667,0.4900955076052023
556,H2-D1,Thalamus IV,0.3586640091319633,0.32737884683409063
557,H2-K1,Thalamus IV,0.37440224399134103,0.26299964626812905
558,Ctss,Thalamus IV,0.5444555715500287,0.16430845419172396
559,Kif5a,Thalamus IV,0.9999999999984841,0.9623275557128128
560,Kif5b,Thalamus IV,0.9922277565695458,0.8569154580827987
561,Dync1li1,Thalamus IV,0.6695883584507558,0.26087725504067977
562,Itgb1,Thalamus IV,0.2856915166629626,0.3128758401131872
563,Mpzl1,Thalamus IV,0.541350888097826,0.22585779978776283
564,Ndrg2,Thalamus IV,0.6809852359777555,0.8779625044216773
565,Gfap,Thalamus IV,0.32860394579038327,0.495047753802584
566,S100a1,Thalamus IV,0.46497472919551885,0.3254333215422621
567,Calb2,Thalamus IV,0.013133252639900004,0.0482844004244783
568,Nmu,Thalamus IV,0.3420944305895372,0.026706756278740626
569,Ccl3,Thalamus IV,0.43101025060568077,0.012026883622214369
570,Mt2,Unknown,0.27010654740933,0.7230851633636982
571,Gstp1,Unknown,0.07619138778598511,0.33904659882164345
572,Sqstm1,Unknown,0.6443642544825111,0.5018746652383584
573,Nfe2l1,Unknown,0.6919093279611404,0.628280664167124
574,Atf4,Unknown,0.6789822040854039,0.6336368505624107
575,Jun,Unknown,0.2465624554165621,0.5757900374933146
576,Atf5,Unknown,0.2501857027506539,0.19228709159078852
577,Hspa5,Unknown,0.09798652652673136,0.6320299946438247
578,Hspd1,Unknown,0.40312315443877095,0.596143545795404
579,Hspa9,Unknown,0.6442691273154256,0.5875736475629453
580,Gdf15,Unknown,0.5373603894636565,0.006963042313872523
581,Adm,Unknown,0.21620140544125205,0.014997321906802356
582,Cst7,Unknown,0.026900838901825846,0.004284949116229245
583,Igfbp3,Unknown,0.0847990684828413,0.041778253883235056
584,Serpina3n,Unknown,0.26108125770145274,0.17139796464917048
585,B2m,Unknown,0.4231708137584815,0.625066952329952
586,H2-D1,Unknown,0.31335604582961696,0.3743974290305355
587,H2-K1,Unknown,0.3013306774828245,0.23995715050883995
588,Ctss,Unknown,0.2527908525977991,0.1264059989287624
589,Kif5a,Unknown,0.22013377971149867,0.7723620782003356
590,Kif5b,Unknown,0.32623739242096217,0.7728976968398643
591,Dync1li1,Unknown,0.6158454980328388,0.30423138725228005
592,Itgb1,Unknown,0.28400890062729184,0.3352972683449428
593,Mpzl1,Unknown,0.502861256011172,0.2174611676486359
594,Ndrg2,Unknown,0.4744909776467879,0.8784145688270119
595,Gfap,Unknown,0.6327405943268424,0.8044991965720557
596,S100a1,Unknown,0.4687969136683867,0.34386716657740146
597,Calb2,Unknown,0.5207051732508575,0.7000535618639655
598,Nmu,Unknown,0.07190801005697803,0.008034279592929834
599,Ccl3,Unknown,0.09267746452961743,0.004284949116229245
600,Mt2,Vasculature,0.3585089437908429,0.6538170823884991
601,Gstp1,Vasculature,0.08301859920058964,0.2637944066515499
602,Sqstm1,Vasculature,0.5213205769119339,0.3650793650793623
603,Nfe2l1,Vasculature,0.36825289579473647,0.43537414965985893
604,Atf4,Vasculature,0.5287608776571141,0.47921390778532996
605,Jun,Vasculature,0.4677367230817637,0.5139833711262208
606,Atf5,Vasculature,0.9999999999760391,0.2517006802721096
607,Hspa5,Vasculature,0.18042123936271207,0.5684051398337021
608,Hspd1,Vasculature,0.2669291785999525,0.4429327286470091
609,Hspa9,Vasculature,0.448934383132258,0.4293272864701388
610,Gdf15,Vasculature,0.07529609407943702,0.0007558578987150416
611,Adm,Vasculature,0.18058493385360194,0.006802721088435375
612,Cst7,Vasculature,0.10781171536702801,0.003779289493575208
613,Igfbp3,Vasculature,0.9999999999707055,0.21466364323507248
614,Serpina3n,Vasculature,0.25245570066067713,0.08541194255479971
615,B2m,Vasculature,0.7096398216642709,0.5487528344671116
616,H2-D1,Vasculature,0.8552823343498706,0.35525321239606705
617,H2-K1,Vasculature,0.9344148497859621,0.3219954648526063
618,Ctss,Vasculature,0.17864593600945633,0.12093726379440685
619,Kif5a,Vasculature,0.1692922599378623,0.5895691609977226
620,Kif5b,Vasculature,0.13648102724614805,0.5842781557067175
621,Dync1li1,Vasculature,0.4691678215599298,0.20256991685563175
622,Itgb1,Vasculature,0.9472256578137693,0.4285714285714238
623,Mpzl1,Vasculature,0.19638249951502582,0.1201814058956918
624,Ndrg2,Vasculature,0.4495430144523923,0.7105064247921254
625,Gfap,Vasculature,0.4244268320486808,0.47467876039303986
626,S100a1,Vasculature,0.3934693006481865,0.22373393801965302
627,Calb2,Vasculature,0.1859598202456271,0.2509448223733946
628,Nmu,Vasculature,0.39434290002802586,0.029478458049886636
629,Ccl3,Vasculature,0.0,0.0007558578987150416
630,Mt2,Ventricular systems,0.5833707425705088,0.6328454965131048
631,Gstp1,Ventricular systems,0.037713070544949406,0.2765936548472612
632,Sqstm1,Ventricular systems,0.6247629087997146,0.44553580198408255
633,Nfe2l1,Ventricular systems,0.8141317153703833,0.5771535212650946
634,Atf4,Ventricular systems,0.0,0.38670071702189884
635,Jun,Ventricular systems,0.2698842129931838,0.465671348590506
636,Atf5,Ventricular systems,0.4058192851604659,0.2283665651704128
637,Hspa5,Ventricular systems,0.9999999999959738,0.7801787643649839
638,Hspd1,Ventricular systems,0.9999999999862944,0.6657499263333578
639,Hspa9,Ventricular systems,0.9999999999753617,0.5745015224437607
640,Gdf15,Ventricular systems,0.42634842536068557,0.007366663392594034
641,Adm,Ventricular systems,0.19646588690034544,0.009822217856792059
642,Cst7,Ventricular systems,0.17395465819166303,0.010215106571063743
643,Igfbp3,Ventricular systems,0.3053606195992405,0.05637953049798595
644,Serpina3n,Ventricular systems,0.08570989499732622,0.04518220214124314
645,B2m,Ventricular systems,0.2769469976069938,0.5098713289460698
646,H2-D1,Ventricular systems,0.37101062739607393,0.4128278165209654
647,H2-K1,Ventricular systems,0.6573377447323119,0.4630193497691722
648,Ctss,Ventricular systems,0.30136458471690486,0.15322659856595447
649,Kif5a,Ventricular systems,0.0,0.2515469993124418
650,Kif5b,Ventricular systems,0.10120627684749929,0.6528828209409604
651,Dync1li1,Ventricular systems,0.10782266582168601,0.16825459188684613
652,Itgb1,Ventricular systems,0.6904527148912534,0.5384539829093343
653,Mpzl1,Ventricular systems,0.22118343344780073,0.17237992338669875
654,Ndrg2,Ventricular systems,0.28374129430472933,0.7830272075434536
655,Gfap,Ventricular systems,0.3118359097511079,0.3687260583439696
656,S100a1,Ventricular systems,0.7870005137545677,0.4974953344465119
657,Calb2,Ventricular systems,0.008813160019460158,0.049111089283959915
658,Nmu,Ventricular systems,0.00080495017739432,0.0032413318927413818
659,Ccl3,Ventricular systems,0.1913511622049827,0.006482663785482752
