,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,delta_log2FC,se_delta,z,p_delta,q_delta
Efcab3,-0.8605186463086554,1.3179945363931014,0.0,1.8639257485007639,0.0,1.0,1.0
Efemp1,-0.35757563375517865,0.4414141948702461,0.0,0.6242539410095023,0.0,1.0,1.0
Efna1,-0.6617354051330575,0.3482440285323453,0.0,0.4924914281658858,0.0,1.0,1.0
Efna2,0.013932921532662504,0.27916234460811745,0.0,0.39479517384867135,0.0,1.0,1.0
Efna3,0.08129162880143707,0.17229131466655048,0.0,0.24365671388052623,0.0,1.0,1.0
Efna5,0.028589252156952526,0.283779847534534,0.0,0.4013253091115071,0.0,1.0,1.0
Efnb1,-0.13608465264863276,0.19371081427442124,0.0,0.2739484607252223,0.0,1.0,1.0
Efnb2,-0.021067200259075075,0.199617567316579,0.0,0.2823018709870303,0.0,1.0,1.0
Efnb3,-0.03364626063589493,0.12766502055886603,0.0,0.18054560351498836,0.0,1.0,1.0
Egfl7,-0.24953545360555798,0.182865934426658,0.0,0.25861148456220884,0.0,1.0,1.0
Egfr,-0.037784537658642516,0.3032183786523754,0.0,0.42881554345096984,0.0,1.0,1.0
Egln1,-0.13343375853770723,0.11099603997224573,0.0,0.1569721050984561,0.0,1.0,1.0
Egln2,-0.028270389997414314,0.11065413171044718,0.0,0.15648857379753317,0.0,1.0,1.0
Egln3,0.27291671439088183,0.22269311121055188,0.0,0.3149356181210224,0.0,1.0,1.0
Egr1,0.16452777560537715,0.3420478552443703,0.0,0.48372871586721766,0.0,1.0,1.0
Egr2,-0.05993821195878251,0.7091465010913112,0.0,1.002884599552759,0.0,1.0,1.0
Egr3,0.06145448279262022,0.1874745455360662,0.0,0.2651290448968372,0.0,1.0,1.0
Egr4,0.6632417390337078,0.33642928260904004,0.0,0.47578285424515526,0.0,1.0,1.0
Ehd4,-0.17164161368808992,0.3329336026925397,0.0,0.47083921629752523,0.0,1.0,1.0
Ehhadh,-0.060371969202495476,0.31137091746483203,0.0,0.44034497440731907,0.0,1.0,1.0
Ehmt1,0.17000223325852698,0.25184845775629866,0.0,0.35616750462170504,0.0,1.0,1.0
Ehmt2,0.14321063320555089,0.0953100095607648,0.0,0.13478870815074293,0.0,1.0,1.0
Eif2a,0.06392534096264346,0.15793407486749503,0.0,0.22335251063845926,0.0,1.0,1.0
Eif2ak2,-0.052234039657620294,0.28385162673304815,0.0,0.40142682022754206,0.0,1.0,1.0
Eif2ak3,0.10791919259229207,0.12022821606563044,0.0,0.1700283737399374,0.0,1.0,1.0
Eif2ak4,0.09766885324143246,0.255996703587112,0.0,0.36203401013569897,0.0,1.0,1.0
Eif2b1,0.06548659483738462,0.14714752814959156,0.0,0.20809802997882917,0.0,1.0,1.0
Eif2s1,-0.006882276919055514,0.21564393061439455,0.0,0.30496657131831945,0.0,1.0,1.0
Eif2s2,-0.15999070407351626,0.15709954065565557,0.0,0.22217230103781155,0.0,1.0,1.0
Eif3i,-0.08823107027807667,0.1304916833018852,0.0,0.1845431083024208,0.0,1.0,1.0
Eif4a3,-0.11113970210303935,0.09157942517983582,0.0,0.12951286512365592,0.0,1.0,1.0
Eif4e,0.14974938097536492,0.12637763181680287,0.0,0.17872496089591616,0.0,1.0,1.0
Eif4ebp1,0.10007223795999672,0.8402857140858501,0.0,1.18834345312857,0.0,1.0,1.0
Eif4ebp2,-0.14049339628825067,0.12134846510713009,0.0,0.17161264512766167,0.0,1.0,1.0
Eif4enif1,-0.11553387560500114,0.1110615880911269,0.0,0.1570648041371659,0.0,1.0,1.0
Eif4g1,0.05153895697300201,0.08749877061173461,0.0,0.12374194809008748,0.0,1.0,1.0
Eif4g3,-0.02347270043248252,0.09306815526413137,0.0,0.13161824739957953,0.0,1.0,1.0
Eipr1,-0.01068449076919301,0.18311837056873723,0.0,0.2589684831779704,0.0,1.0,1.0
Elac2,0.22625127357920596,0.20005691363863906,0.0,0.28292320051426634,0.0,1.0,1.0
Elavl1,-0.013701000659063165,0.08007431367511146,0.0,0.11324218039706002,0.0,1.0,1.0
Elavl2,-0.016002587481674792,0.121541027008097,0.0,0.1718849687796054,0.0,1.0,1.0
Elavl3,0.06400871359205501,0.13493429177306762,0.0,0.19082590545468056,0.0,1.0,1.0
Elavl4,0.020280283959020075,0.1280229334123872,0.0,0.18105176872658565,0.0,1.0,1.0
Elf2,-0.023851883122944343,0.13487704400724168,0.0,0.19074494488783397,0.0,1.0,1.0
Elf3,-0.3183708239010254,1.4720761129243585,0.0,2.0818300037430952,0.0,1.0,1.0
Elk1,-0.029898221623650512,0.18095191388684545,0.0,0.2559046507561452,0.0,1.0,1.0
Elmo1,0.1383349109279117,0.11323616275283815,0.0,0.1601401171161508,0.0,1.0,1.0
Elmo3,0.5344037454683748,0.7750728912956887,0.0,1.0961185946980905,0.0,1.0,1.0
Eln,0.12847708435896366,0.2104579807981336,0.0,0.29763253075437696,0.0,1.0,1.0
Elob,0.12087886911235353,0.22750544592985983,0.0,0.32174128714774664,0.0,1.0,1.0
Eloc,0.08571645910178631,0.14803155330840154,0.0,0.20934823034789726,0.0,1.0,1.0
Elovl1,-0.09697113898371604,0.23052523502605998,0.0,0.3260119138430993,0.0,1.0,1.0
Elovl4,0.037990942668981904,0.14049144847074624,0.0,0.19868491182477016,0.0,1.0,1.0
Elp2,-0.09754761893830595,0.13482538603545866,0.0,0.19067188948353372,0.0,1.0,1.0
Emc1,0.02823038446371967,0.08551495248179324,0.0,0.12093640558544276,0.0,1.0,1.0
Emc10,0.03087702108092192,0.10895158305227662,0.0,0.15408080639454824,0.0,1.0,1.0
Emc2,-0.041487736490847145,0.12409093414090322,0.0,0.17549108202961186,0.0,1.0,1.0
Emc3,-0.01406922783447642,0.10987083461716009,0.0,0.15538082442483914,0.0,1.0,1.0
Emc4,-0.04725466136110396,0.1191695485967421,0.0,0.16853119184739232,0.0,1.0,1.0
Emc6,0.0038055654026791846,0.13377921936620896,0.0,0.18919238639137811,0.0,1.0,1.0
Emd,-0.09704252806502754,0.19443141840461795,0.0,0.2749675488592485,0.0,1.0,1.0
Eme1,0.3173908391136592,0.7638481633247286,0.0,1.0802444321676101,0.0,1.0,1.0
Emilin1,-1.0355203872252612,0.831568149273943,0.0,1.1760149547407046,0.0,1.0,1.0
Emsy,0.07468905624130737,0.1361265418528425,0.0,0.19251200168723862,0.0,1.0,1.0
Emx1,0.38545374354731465,0.28683998332467725,0.0,0.40565299464863097,0.0,1.0,1.0
Emx2,-0.13376131952686462,0.24075575891492615,0.0,0.34048005947691573,0.0,1.0,1.0
En1,-0.04001530440144228,0.6084844732300507,0.0,0.8605269945353862,0.0,1.0,1.0
En2,-0.4498427766422066,1.2025546335899757,0.0,1.7006690723175517,0.0,1.0,1.0
Enah,0.0009905769024465157,0.08662563864852611,0.0,0.12250715302597658,0.0,1.0,1.0
Eng,-0.2935326445568396,0.26931729208172417,0.0,0.38087216704357046,0.0,1.0,1.0
Eno1,0.005658855646489499,0.15091030870560584,0.0,0.21341940527337835,0.0,1.0,1.0
Eno2,0.005613691529295651,0.08498350280331121,0.0,0.12018482224241465,0.0,1.0,1.0
Enpp1,0.01147029493323657,0.36685641821784204,0.0,0.5188133220872884,0.0,1.0,1.0
Enpp6,0.059671284851840554,0.2089777407146456,0.0,0.29553915515273993,0.0,1.0,1.0
Entpd1,0.0036032627503483454,0.18278279901332867,0.0,0.25849391333316496,0.0,1.0,1.0
Eomes,-3.461769720874797,2.592335666627044,0.0,3.666116257967464,0.0,1.0,1.0
Ep300,0.0020687124648733034,0.11538351611317986,0.0,0.1631769333615535,0.0,1.0,1.0
Ep400,-0.11779197403334969,0.11630509505796031,0.0,0.1644802428040595,0.0,1.0,1.0
Epas1,-0.0718217656038724,0.07037573633109069,0.0,0.09952632078142142,0.0,1.0,1.0
Epb41,-0.2974538492015448,0.12511032735761804,0.0,0.1769327217420811,0.0,1.0,1.0
Epb41l1,0.041330406678104406,0.10488048367012442,0.0,0.14832340243453987,0.0,1.0,1.0
Epb41l2,0.11038249984942405,0.13096124166486564,0.0,0.18520716410767343,0.0,1.0,1.0
Epb41l3,0.035280327488076836,0.1090059615797442,0.0,0.15415770924559477,0.0,1.0,1.0
Epb41l4a,-0.3308070996929768,0.2735326506409438,0.0,0.3868335842882844,0.0,1.0,1.0
Epb42,-1.9195814454988316,2.2456890081297476,0.0,3.1758838521692727,0.0,1.0,1.0
Epc1,-0.031023354675071318,0.12916571226199833,0.0,0.18266790207449882,0.0,1.0,1.0
Epc2,0.003378561267840952,0.11907694481948823,0.0,0.1684002303296729,0.0,1.0,1.0
Epcam,-0.14350177942194828,0.5019607688387726,0.0,0.7098797270710183,0.0,1.0,1.0
Epha1,-0.2461956664360698,1.8114028590470113,0.0,2.5617104901856833,0.0,1.0,1.0
Epha10,-0.022545559145497406,0.2462348543721802,0.0,0.3482286705821013,0.0,1.0,1.0
Epha2,-0.5130493210674028,1.0264410919557672,0.0,1.451606913220895,0.0,1.0,1.0
Epha3,-0.18245286878777045,0.4118347709480048,0.0,0.5824223185314855,0.0,1.0,1.0
Epha4,0.15491242812610131,0.1885055303278091,0.0,0.2665870775719204,0.0,1.0,1.0
Epha5,0.13978473864645888,0.10110404702537011,0.0,0.1429827145140856,0.0,1.0,1.0
Epha7,0.10927998827471663,0.1922063230106125,0.0,0.27182078877547206,0.0,1.0,1.0
Ephb1,-0.025864122283236927,0.21626450558720728,0.0,0.3058441968613405,0.0,1.0,1.0
Ephb2,-0.06584455727010867,0.18398704669935606,0.0,0.26019697674320136,0.0,1.0,1.0
Ephb3,0.15124654847028254,0.16641698353634554,0.0,0.23534915512631996,0.0,1.0,1.0
Ephb4,0.33302768351215595,0.5193178332921691,0.0,0.7344263230239956,0.0,1.0,1.0
Ephx2,-0.11348015512880011,0.31664152222743375,0.0,0.44779873514449864,0.0,1.0,1.0
Epm2a,-0.011653321837898504,0.17302760427510586,0.0,0.24469798463077963,0.0,1.0,1.0
Epn3,-0.1454291209185872,0.38308450443667125,0.0,0.5417633017093166,0.0,1.0,1.0
Epo,-0.33138903110231194,2.6567804114378983,0.0,3.7572548901026472,0.0,1.0,1.0
Epor,-0.3188695617886522,0.404236165551714,0.0,0.5716762677249296,0.0,1.0,1.0
Eps15,0.01105670076728685,0.10868673398288477,0.0,0.1537062532486324,0.0,1.0,1.0
Eps15l1,0.09188261070247358,0.1429651841770851,0.0,0.20218330241040117,0.0,1.0,1.0
Epx,0.668730916507102,1.2890333293955194,0.0,1.8229684167820888,0.0,1.0,1.0
Erap1,-0.08283598606333185,0.2024785645180134,0.0,0.28634793203121034,0.0,1.0,1.0
Erbb2,-0.5463399065048351,0.7613719051794339,0.0,1.0767424743145975,0.0,1.0,1.0
Erbb3,-0.03957817598746619,0.16633627119347816,0.0,0.23523501063638597,0.0,1.0,1.0
Erbb4,-0.11591493874429079,0.10685185874349586,0.0,0.15111134779982602,0.0,1.0,1.0
Erbin,-0.04608391128663059,0.10342817512763375,0.0,0.14626952799699927,0.0,1.0,1.0
Erc2,-0.004400516017032741,0.1125549145532333,0.0,0.1591766866729274,0.0,1.0,1.0
Ercc1,-0.009136622459083903,0.24690574931467105,0.0,0.3491774593086993,0.0,1.0,1.0
Ercc2,-0.0047943595352691925,0.20947987095086096,0.0,0.2962492745428733,0.0,1.0,1.0
Ercc6,-0.02429558198999982,0.14348419088421355,0.0,0.2029172887345848,0.0,1.0,1.0
Ercc6l,0.09427714815308764,0.6252210211839846,0.0,0.8841960476391472,0.0,1.0,1.0
Ereg,-0.9341781801234074,3.0239426323990397,0.0,4.276500682576921,0.0,1.0,1.0
Erg,-0.16876214406647153,0.6020984938605655,0.0,0.8514958559020254,0.0,1.0,1.0
Erg28,-0.030805609770602153,0.1692727034768793,0.0,0.2393877529965621,0.0,1.0,1.0
Ermn,-0.3566995722266806,0.27703703160028187,0.0,0.3917895273687023,0.0,1.0,1.0
Ern1,-0.13215519296248765,0.26037632548752737,0.0,0.3682277308253326,0.0,1.0,1.0
Ern2,0.5252135021122633,1.5495595087707505,0.0,2.191408073007786,0.0,1.0,1.0
Ero1l,0.09354689809321991,0.10644666271966424,0.0,0.1505383140875037,0.0,1.0,1.0
Ero1lb,0.027143922420886223,0.181735304969794,0.0,0.25701253305029326,0.0,1.0,1.0
Erp44,0.03858007165951661,0.11263900790350989,0.0,0.15929561262939393,0.0,1.0,1.0
Esam,0.19389786910050216,0.2584460859202011,0.0,0.3654979598505906,0.0,1.0,1.0
Esd,-0.11673838512956718,0.14919105683115563,0.0,0.21098801595539549,0.0,1.0,1.0
Espl1,0.3338132615431026,0.4213924385141782,0.0,0.5959389016282213,0.0,1.0,1.0
Espn,1.3529597764763168,1.9536950327546305,0.0,2.7629420120625467,0.0,1.0,1.0
Esr1,-0.13181685241719535,0.4346446423926464,0.0,0.6146803480844845,0.0,1.0,1.0
Esr2,-0.9479313481658774,1.6021113816741976,0.0,2.265727644395948,0.0,1.0,1.0
Esrra,-0.02121928331716252,0.22983176987341955,0.0,0.32503120601920205,0.0,1.0,1.0
Esrrb,-0.3258631063154923,0.5551280001864934,0.0,0.7850695467167931,0.0,1.0,1.0
Esrrg,-0.2854806492808858,0.3471110620014258,0.0,0.4908891715321446,0.0,1.0,1.0
Ess2,-0.09852271104040962,0.1604895324518753,0.0,0.226966473412359,0.0,1.0,1.0
Esyt2,-0.18796153274460167,0.16300469712898236,0.0,0.23052345341032554,0.0,1.0,1.0
Esyt3,1.0991235715139474,0.5543589440633978,0.0,0.7839819371172851,0.0,1.0,1.0
Etfbkmt,-0.43880418267724763,0.41351429845161325,0.0,0.5847975291054672,0.0,1.0,1.0
Etnk1,-0.030802396110200293,0.09126532651710702,0.0,0.12906866253490162,0.0,1.0,1.0
Etnppl,-0.1412766259123489,0.17432926921907338,0.0,0.2465388168482041,0.0,1.0,1.0
Ets1,0.018372574895385935,0.15911512418916615,0.0,0.2250227666069981,0.0,1.0,1.0
Ets2,0.16154381449881802,0.11555648181799733,0.0,0.16342154380713178,0.0,1.0,1.0
Etv1,-0.045535544993278866,0.1280467898117876,0.0,0.18108550677016708,0.0,1.0,1.0
Etv2,0.00787312482189058,3.363662775691693,0.0,4.756937516632721,0.0,1.0,1.0
Etv3,0.021714266327349106,0.18414593821850103,0.0,0.2604216832845222,0.0,1.0,1.0
Etv4,0.06095696851247829,0.2057747398752669,0.0,0.2910094279253982,0.0,1.0,1.0
Etv5,-0.0700441854508164,0.07970955699698379,0.0,0.11272633655588571,0.0,1.0,1.0
Etv6,0.07505503913050411,0.18099632348673075,0.0,0.2559674554146026,0.0,1.0,1.0
Eva1a,0.08438860419341965,0.32618713162211316,0.0,0.4612982654115703,0.0,1.0,1.0
Evl,0.010005533614397362,0.0858793672858385,0.0,0.1214517659436531,0.0,1.0,1.0
Evpl,-0.4627491958302519,0.6271775178653967,0.0,0.886962951780738,0.0,1.0,1.0
Evx1,0.00787312482189058,3.363662775691693,0.0,4.756937516632721,0.0,1.0,1.0
Evx2,0.9696559469615652,4.4278623964229755,0.0,6.261943053343206,0.0,1.0,1.0
Ewsr1,0.02114418810323919,0.10732325516735103,0.0,0.1517780030156962,0.0,1.0,1.0
Exoc3l2,-1.6327995977045215,1.4224173850102302,0.0,2.01160195723674,0.0,1.0,1.0
Exoc4,0.027997091204724947,0.09307919322858534,0.0,0.13163385743861133,0.0,1.0,1.0
Exosc9,-0.13242061595046642,0.15389681984371864,0.0,0.21764296982907577,0.0,1.0,1.0
Exph5,-0.332573952106423,0.22931157635181962,0.0,0.32429554128589677,0.0,1.0,1.0
Ext1,-0.1062679276504694,0.13437987116822106,0.0,0.19004183631604746,0.0,1.0,1.0
Ext2,-0.05256610187889514,0.11521120339242263,0.0,0.16293324637488923,0.0,1.0,1.0
Extl1,-0.01243722397987967,0.15782998590412986,0.0,0.22320530661477486,0.0,1.0,1.0
Eya1,-0.21308784655757956,0.17718425562540432,0.0,0.25057637734442817,0.0,1.0,1.0
Eya2,0.33094081763672795,0.786768917572301,0.0,1.112659273684348,0.0,1.0,1.0
Eya3,-0.04317970484684271,0.18639787325028326,0.0,0.2636064003480517,0.0,1.0,1.0
Eya4,-0.31380085812530517,0.41380287211961153,0.0,0.5852056339004941,0.0,1.0,1.0
Ezh1,-0.03681955714801355,0.1397033755464523,0.0,0.1975704084070946,0.0,1.0,1.0
Ezh2,-0.17213811578576385,0.1953733656344155,0.0,0.276299663406668,0.0,1.0,1.0
Ezr,-0.16533089288706543,0.21853603121426732,0.0,0.3090566192104069,0.0,1.0,1.0
F11r,-0.20250642960407586,0.4488335368595843,0.0,0.6347464750747086,0.0,1.0,1.0
F13a1,-0.4866372802313693,0.8891838979588896,0.0,1.257495927937236,0.0,1.0,1.0
F2r,-0.0487481170986888,0.19614787807245893,0.0,0.2773949894007756,0.0,1.0,1.0
F2rl1,0.8691271532071404,2.815786722347506,0.0,3.9821237714939275,0.0,1.0,1.0
F2rl2,1.6278493853994898,1.0441344015327094,0.0,1.4766290315878725,0.0,1.0,1.0
F2rl3,2.0863970642438776,1.6201106985738725,0.0,2.2911825224689197,0.0,1.0,1.0
F3,0.2627774847521009,0.1413401273134251,0.0,0.1998851249541857,0.0,1.0,1.0
F8,0.0999464731266514,0.43101495343167145,0.0,0.6095471927286777,0.0,1.0,1.0
F9,3.062111738363414,1.9861038964983397,0.0,2.8087750667100018,0.0,1.0,1.0
Faah,-0.05132377781713689,0.13631543602705012,0.0,0.19277913839025632,0.0,1.0,1.0
Faap100,0.1464823369615608,0.2755380216218032,0.0,0.38966960712700516,0.0,1.0,1.0
Fabp12,-0.9539182051565599,4.427946903845501,0.0,6.2620625648862625,0.0,1.0,1.0
Fabp3,0.2097029792164525,0.13606906823647677,0.0,0.19243072171949557,0.0,1.0,1.0
Fabp7,-0.2882976916375674,0.2656080031483938,0.0,0.3756264403272942,0.0,1.0,1.0
Fadd,-0.10883305683866357,0.21203109266000267,0.0,0.29985724688456217,0.0,1.0,1.0
Fah,0.015525540750978395,0.22309652510272332,0.0,0.315506131518581,0.0,1.0,1.0
Fam104a,-0.2502437177323627,0.3158001689129819,0.0,0.44660888187645326,0.0,1.0,1.0
Fam107a,-0.05760470189922297,0.2440480070955132,0.0,0.3451360015046001,0.0,1.0,1.0
Fam107b,0.26466776443630463,0.29565623560425885,0.0,0.418121058191718,0.0,1.0,1.0
Fam129a,0.3403898714567385,0.7460030837681996,0.0,1.0550076786371398,0.0,1.0,1.0
Fam136a,-0.17111475477067709,0.1426249435023866,0.0,0.20170212943377158,0.0,1.0,1.0
Fam13b,0.10648859606761223,0.11130523178562884,0.0,0.15740936835431724,0.0,1.0,1.0
Fam192a,-0.11717833587458576,0.16962623110928046,0.0,0.23988771656897745,0.0,1.0,1.0
Fam20a,-0.14503776094680185,0.3902848958635454,0.0,0.551946192919597,0.0,1.0,1.0
Fam20c,0.002216053740197571,0.14128877597312597,0.0,0.19981250319228866,0.0,1.0,1.0
Fam210a,-0.1010100520315864,0.13192988217373258,0.0,0.18657702865237705,0.0,1.0,1.0
Fam210b,-0.06493989397161633,0.2559484559374355,0.0,0.3619657776551738,0.0,1.0,1.0
Fam214a,0.034758977426792584,0.14114352828722393,0.0,0.19960709194498266,0.0,1.0,1.0
Fam49b,-5.2357176730035886e-05,0.08111344065622007,0.0,0.11471172786677163,0.0,1.0,1.0
Fam83d,0.08554331400382084,0.3676932477927808,0.0,0.5199967778215617,0.0,1.0,1.0
Fam92a,-0.0010966532952226419,0.10491042694534497,0.0,0.14836574862045865,0.0,1.0,1.0
Fancc,0.03085465330356588,0.2281962315854513,0.0,0.3227182055905769,0.0,1.0,1.0
Fanci,0.31106920469852367,1.0852145344176454,0.0,1.534725112657838,0.0,1.0,1.0
Fancl,-0.08166701549116119,0.22863581647827488,0.0,0.3233398725078223,0.0,1.0,1.0
Fap,1.1444433011559236,1.0015270106445735,0.0,1.416373081536539,0.0,1.0,1.0
Far2,-0.08549676786668907,0.2231511009258043,0.0,0.3155833133877598,0.0,1.0,1.0
Fas,0.5412913625086903,0.5510228810838045,0.0,0.7792640316066135,0.0,1.0,1.0
Fasl,-0.3502963863835826,1.2267346745796484,0.0,1.734864814223884,0.0,1.0,1.0
Fasn,0.07321117023904185,0.07788386301495025,0.0,0.11014441536575094,0.0,1.0,1.0
Fat1,-0.027913101378472204,0.08670931726373714,0.0,0.12262549245848861,0.0,1.0,1.0
Fat4,-0.17766972130763584,0.14258358541197452,0.0,0.20164364026139694,0.0,1.0,1.0
Fbh1,0.08497339816452709,0.13622237762110506,0.0,0.19264753393047596,0.0,1.0,1.0
Fbl,0.0010920547228531372,0.1836453482557756,0.0,0.25971374217004806,0.0,1.0,1.0
Fbln1,-0.1928737653074461,0.40126197048462936,0.0,0.5674701207239154,0.0,1.0,1.0
Fbln2,0.1903047058877172,0.27412451084261674,0.0,0.38767060101251916,0.0,1.0,1.0
Fbn1,-0.01157894407207582,0.1481803858196559,0.0,0.20955871130383522,0.0,1.0,1.0
Fbxl12,0.06328226178933267,0.1794725098199438,0.0,0.253812457460503,0.0,1.0,1.0
Fbxl13,3.5087994606394832,2.5825263973260437,0.0,3.6522438562850192,0.0,1.0,1.0
Fbxl16,-0.007246113782237621,0.1306920671615933,0.0,0.18482649387450065,0.0,1.0,1.0
Fbxl17,-0.03088730422715895,0.11913804966297135,0.0,0.16848664562805343,0.0,1.0,1.0
Fbxl19,0.042048680420992204,0.10985082406853314,0.0,0.15535252523558038,0.0,1.0,1.0
Fbxl20,-0.026403058746659835,0.11169322248443443,0.0,0.1579580700626427,0.0,1.0,1.0
Fbxl3,0.23994640873023323,0.12255712081929956,0.0,0.17332194242805146,0.0,1.0,1.0
Fbxl4,0.009548605970563562,0.16397525568102844,0.0,0.23189603047770632,0.0,1.0,1.0
Fbxl7,0.01435030562130221,0.30488230878596406,0.0,0.4311686960127322,0.0,1.0,1.0
Fbxo11,-0.013037131391532794,0.11554356856347399,0.0,0.1634032817074505,0.0,1.0,1.0
Fbxo17,-0.0352437850424276,0.23271796977484308,0.0,0.3291129090635151,0.0,1.0,1.0
Fbxo2,-0.0828694552101817,0.12662560801979836,0.0,0.1790756522053382,0.0,1.0,1.0
Fbxo21,0.08200521620617741,0.11780516617681218,0.0,0.16660166372486399,0.0,1.0,1.0
Fbxo3,-0.012097878665148278,0.10028873138406282,0.0,0.1418296840765339,0.0,1.0,1.0
Fbxo31,0.10235497242519037,0.13026531629424026,0.0,0.1842229770101355,0.0,1.0,1.0
Fbxo32,-0.3721958442854774,0.282760443638289,0.0,0.39988365429590145,0.0,1.0,1.0
Fbxo33,-0.04980051306817495,0.12414583355986357,0.0,0.175568721532472,0.0,1.0,1.0
Fbxo4,0.03876675784987068,0.2531734462670206,0.0,0.35804132134355654,0.0,1.0,1.0
Fbxo41,-0.0034144070658998545,0.19546498931470496,0.0,0.2764292388579679,0.0,1.0,1.0
Fbxo5,-0.09114464667572837,0.32684439684895034,0.0,0.46222777880943966,0.0,1.0,1.0
Fbxw11,-0.13668099825974925,0.10802201786491161,0.0,0.15276620269946678,0.0,1.0,1.0
Fbxw7,0.035880668930875596,0.1119567431752969,0.0,0.15833074459762633,0.0,1.0,1.0
Fcgr1,0.21622306599870483,0.5971317585503952,0.0,0.8444718314656653,0.0,1.0,1.0
Fcgr2b,0.1286034913817078,0.7662947314809593,0.0,1.0837044020354218,0.0,1.0,1.0
Fcgr3,0.385533441451567,0.3308691556563491,0.0,0.46791964730014357,0.0,1.0,1.0
Fcgr4,-0.06798764260465538,1.515246703294864,0.0,2.1428824381407177,0.0,1.0,1.0
Fcgrt,-0.2893219191803174,0.26097712825101715,0.0,0.36907739424177105,0.0,1.0,1.0
Fcmr,-1.002429141814173,2.8738013032387784,0.0,4.064168778605755,0.0,1.0,1.0
Fcrls,0.5141737665490733,0.3471645338217673,0.0,0.4909647921056764,0.0,1.0,1.0
Fdx1,-0.05802354598363897,0.16499048440744787,0.0,0.23333178071151944,0.0,1.0,1.0
Fen1,-0.13207072757686547,0.33779994905105104,0.0,0.4777212693169369,0.0,1.0,1.0
Fermt1,0.624228470786002,2.1538170389870652,0.0,3.045957267405769,0.0,1.0,1.0
Fermt3,-0.10142759785622624,0.697245285197092,0.0,0.9860537386264241,0.0,1.0,1.0
Fezf1,3.402020956431347,0.8221549678516527,0.0,1.162702705908223,0.0,1.0,1.0
Fezf2,-0.24357386128458458,0.26038455288916773,0.0,0.3682393661283155,0.0,1.0,1.0
Ffar1,0.007872961831747422,3.430180401048962,0.0,4.851007644549824,0.0,1.0,1.0
Ffar2,1.0245368944225186,2.737291360264692,0.0,3.8711145658530257,0.0,1.0,1.0
Ffar4,0.007872184734328982,3.730928211743855,0.0,5.276329277288558,0.0,1.0,1.0
Fga,2.042356766907153,3.7105540921492786,0.0,5.247515921036497,0.0,1.0,1.0
Fgf1,-0.07211858589537107,0.16333521592436012,0.0,0.230990877573368,0.0,1.0,1.0
Fgf10,0.5867467686706322,0.5709079643220206,0.0,0.8073857860110166,0.0,1.0,1.0
Fgf12,-0.003034645321295496,0.09416457780264999,0.0,0.1331688230236441,0.0,1.0,1.0
Fgf16,1.393793906252287,1.315945937581501,0.0,1.8610285922775371,0.0,1.0,1.0
Fgf17,-0.152147634954291,0.9581766637761329,0.0,1.3550664330616122,0.0,1.0,1.0
Fgf18,0.4539247281923455,0.44932844676048544,0.0,0.6354463833687157,0.0,1.0,1.0
Fgf2,0.17632719770028066,0.2928539202209999,0.0,0.4141579857706664,0.0,1.0,1.0
Fgf21,-1.979614327634462,3.7624838077058937,0.0,5.320955629066839,0.0,1.0,1.0
Fgf22,-0.15573284478517466,0.3224135948729552,0.0,0.4559616785627978,0.0,1.0,1.0
Fgf23,0.76169256148383,2.106259584473194,0.0,2.9787008702403104,0.0,1.0,1.0
Fgf3,0.40042763985678637,1.3850237643672167,0.0,1.9587193917771557,0.0,1.0,1.0
Fgf5,-0.1664569581775968,0.7062627955696409,0.0,0.9988064240941228,0.0,1.0,1.0
Fgf7,-0.191606288917286,0.6846100413186645,0.0,0.9681848053696605,0.0,1.0,1.0
Fgf8,0.00787312482189058,3.363662775691693,0.0,4.756937516632721,0.0,1.0,1.0
Fgf9,0.30829462544094893,0.3871962849120012,0.0,0.5475782374230291,0.0,1.0,1.0
Fgfbp3,-0.21855359189319998,0.20731482018463554,0.0,0.29318743038605105,0.0,1.0,1.0
Fgfr1,-0.022714432406109084,0.12798064467430173,0.0,0.18099196341964952,0.0,1.0,1.0
Fgfr1op,0.0670718111026124,0.2064824787629356,0.0,0.2920103218589581,0.0,1.0,1.0
Fgfr2,-0.019662282990670327,0.2241139995076457,0.0,0.3169450576213897,0.0,1.0,1.0
Fgfr3,-0.10707181394609691,0.08850104472680594,0.0,0.12515937773683686,0.0,1.0,1.0
