,baseMean,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,stat,pvalue_mtDSB_vs_control,padj_mtDSB_vs_control,mean_cpm_all,detect_rate_all,mean_cpm_cond_control,mean_cpm_cond_mtDSB,mean_cpm_age_21,mean_cpm_age_60
Adgrb1,2585.0920268641876,0.05525050114104646,0.07723489909585057,0.715356681860607,0.47438867219966985,0.9996638889971189,1576.8670453593115,1.0,1571.4550045160368,1582.2790862025859,1651.566060383293,1502.1680303353298
Adgre1,9.515217994291326,-0.3805656823883015,0.6240394309637867,-0.6098423649296385,0.5419662346850516,0.9996638889971189,6.409025108234477,1.0,5.390294131384558,7.427756085084396,6.068172501813848,6.749877714655106
Adgre5,39.49087499187035,-0.31935804563339754,0.3270432275230147,-0.9765010211407716,0.32881624210844085,0.9996638889971189,24.82535176523446,1.0,25.704667797166408,23.946035733302498,25.211084671166045,24.439618859302858
Adgrf1,0.3357889654103798,0.007872810155501724,3.490932620607308,0.002255216875005772,0.9982005987994643,0.9996638889971189,0.32757075803206054,0.4166666666666667,0.4267853951639366,0.22835612090018445,0.21271792245704202,0.4424235936070791
Adgrf5,184.60571178284056,-0.1301627759778511,0.16238598432904644,-0.8015641036734998,0.422805149021664,0.9996638889971189,123.52280823684674,1.0,126.95026609940294,120.09535037429059,117.85811146817633,129.1875050055172
Adgrg1,458.7786728953494,-0.16825883825729057,0.1457743987804397,-1.1542413459767797,0.24840123592428232,0.9996638889971189,256.5486568723724,1.0,264.51655484381536,248.5807589009295,293.17041588026933,219.92689786447554
Adgrg2,16.275595446543324,-0.5526890843841378,0.4996051706807096,-1.1062517300033177,0.2686175781478387,0.9996638889971189,10.22547617732773,1.0,11.092114053594033,9.358838301061422,10.381623485610765,10.069328869044691
Adgrg5,0.8872828792741148,-0.5031568716331841,2.094460518995086,-0.2402322063700665,0.8101502475276318,0.9996638889971189,0.31474742575357917,0.4166666666666667,0.32505421546167956,0.30444063604547883,0.5648236032705817,0.06467124823657673
Adgrg6,4.464102246037184,-0.49982472475134215,0.9377523424651643,-0.5330029071827243,0.5940315678671291,0.9996638889971189,2.632086571701166,1.0,2.8524158740833485,2.411757269318984,2.8531369905741593,2.411036152828174
Adgrg7,0.18208711307340317,0.9696559469615652,4.4278623964229755,0.2189896297917696,0.8266581259447914,0.9996638889971189,0.11201610031238253,0.16666666666666666,0.0,0.22403220062476506,0.11772273376674136,0.10630946685802371
Adgrl1,1108.3980672149128,0.046084007521138816,0.08376698924260972,0.5501452056211336,0.5822197828029452,0.9996638889971189,676.9063545679844,1.0,667.7556382940626,686.057070841906,708.06774214504,645.7449669909287
Adgrl2,87.39606794237847,-0.025355421910124312,0.23902025756565656,-0.10608064006106019,0.9155183714578624,0.9996638889971189,53.842370779788695,1.0,51.82635918282755,55.85838237674983,55.80211445222363,51.882627107353755
Adgrl3,1137.713568363999,0.013762513638690639,0.08459465005105707,0.16268775425377704,0.87076428922201,0.9996638889971189,700.7624268420478,1.0,697.924244289838,703.6006093942575,726.9593663800819,674.5654873040137
Adgrv1,60.4670887794879,0.05312088818858899,0.2620375038953649,0.2027224630020933,0.839351964778973,0.9996638889971189,39.037534492136835,1.0,38.47509264012696,39.59997634414671,38.64017520188899,39.43489378238467
Adh5,822.7188447725763,-0.10219479935540879,0.0942305693975224,-1.0845185379734719,0.27813495207921124,0.9996638889971189,542.9072465534276,1.0,559.7558726138233,526.0586204930321,525.4318017106311,560.3826913962242
Adipoq,0.36417422614680633,1.9733281856275917,3.7796382733145926,0.5220944553239115,0.6016045668229626,0.9996638889971189,0.17087746719575322,0.16666666666666666,0.0,0.34175493439150645,0.23544546753348272,0.10630946685802371
Adipor1,379.05849005134047,-0.019733100807186973,0.11562768048411771,-0.1706606992769128,0.8644905668297511,0.9996638889971189,245.32997555668376,1.0,244.88098398533566,245.77896712803192,242.13608861502348,248.52386249834402
