,baseMean,log2FC_mtDSB_vs_control,lfcSE_mtDSB_vs_control,stat,pvalue_mtDSB_vs_control,padj_mtDSB_vs_control
Abcc1,587.3236344971954,0.029858455993072734,0.15412066980345862,0.19373427348291136,0.8463839538794777,0.9999115808203716
Abcc6,11.336153421030263,-0.232678477076963,0.6718237957091993,-0.3463385467484669,0.7290883029288959,0.9999115808203716
Abcc8,175.22486526563674,0.37637448526597206,0.23332544126629653,1.613088067993461,0.10672537578956955,0.9999115808203716
Abcc9,20.156146002250374,-0.10698339361384487,0.5626674696434416,-0.1901360917161952,0.8492024888154169,0.9999115808203716
Abcd2,267.40066529973734,-0.003353333155694315,0.17807716234487975,-0.01883078723592842,0.9849760935111735,0.9999115808203716
Abcd3,4554.674513394676,0.06432544838319003,0.13211675258725677,0.48688335978214536,0.6263409918461893,0.9999115808203716
Abcf1,1205.42774301215,0.12046697696184322,0.12516011952083442,0.9625028916802053,0.3357970513406421,0.9999115808203716
Abcg2,419.1952213531087,-0.07545340025453512,0.17301679953210097,-0.4361044734302563,0.6627609316656706,0.9999115808203716
Abcg8,3.2147035619320015,-1.090899822665614,1.1483490679293118,-0.9499723151538847,0.342126319973716,0.9999115808203716
Abhd17c,974.426131994889,0.12017833295109823,0.10707868086736477,1.122336696507866,0.26171930898786777,0.9999115808203716
Abhd4,4003.1523189251934,-0.07056892639833842,0.10607896477861582,-0.6652490109194978,0.5058912375336385,0.9999115808203716
